"Datetime","Sku","Customer","Qty","Amt"
"2015-01-05","161941","691001","256.4999","40865.552299999996"
"2015-01-06","144548","691001","797.25","155331.8378999999"
"2015-01-07","168346","691001","1232.9366","208130.49880000018"
"2015-01-08","138004","691001","625.9994","73925.73690000003"
"2015-01-09","150686","691001","1175.1664","169631.13810000007"
"2015-01-10","150679","202080","3125","431616.4500000005"
"2015-01-11","150679","619217","626","104139.82000000004"
"2015-01-12","171179","691001","1860.9166","219577.5428000001"
"2015-01-13","168339","691001","2219.4999","301118.8638999999"
"2015-01-14","148645","691001","1135.7499","138621.50389999995"
"2015-01-15","183424","691001","1476.4166","243995.56399999975"
"2015-01-16","159559","691001","1387.4165","216252.2025999999"
"2015-01-17","150679","219464","2169","228883.88999999993"
"2015-01-19","168346","691001","1627.5834","152968.39620000013"
"2015-01-20","167110","691001","2244.5833000000002","245536.8173999998"
"2015-01-21","123321","691001","3788.9165","348511.3246999994"
"2015-01-22","116347","219162","1759","253022.4799999998"
"2015-01-23","134952","711005","5845","567696.4099999991"
"2015-01-24","148690","210014","3514","450610.15000000026"
"2015-01-26","165048","691001","3256.6666999999998","287282.65600000037"
"2015-01-27","159559","691001","2512.0402","348422.85560000024"
"2015-01-28","167110","691001","4524.9166000000005","480237.4266999993"
"2015-01-29","138851","691001","1630.0833","198823.7059"
"2015-01-30","148652","691001","1217.7499","197649.79780000006"
"2015-01-31","148690","203078","1081","148012.91000000012"
"2015-02-01","167110","202163","237","44339.19999999999"
"2015-02-02","159559","691001","1452.4365","191650.65180000002"
"2015-02-03","183462","691001","3659.4166","435702.37409999984"
"2015-02-04","173449","691001","732.6664000000001","120138.5411000001"
"2015-02-05","159566","691001","1264.2498","203398.3413"
"2015-02-06","192181","691001","284.0833","63041.8887"
"2015-02-07","806514","219683","3882","377513.4399999998"
"2015-02-08","116347","602202","404","62803.95000000002"
"2015-02-09","148720","691001","1924.5833","226490.97189999995"
"2015-02-10","162559","691001","2335.0833000000002","339263.2458000001"
"2015-02-11","148720","691001","2774.8532999999998","303917.6462999999"
"2015-02-12","148720","691001","2021.0798","250355.29069999995"
"2015-02-13","159894","691001","1334.9998","254364.86209999974"
"2015-02-14","123321","203091","1848","282287.4599999994"
"2015-02-16","148720","691001","1874.1664","198172.66240000003"
"2015-02-17","134952","691001","2415.8332","279094.8917000004"
"2015-02-18","183424","691001","5","788.7851999999999"
"2015-02-20","148720","691001","7.999800000000001","1656.2617999999998"
"2015-02-21","134945","613035","273","37979.63999999999"
"2015-02-23","144210","691001","955.4166","205468.87229999996"
"2015-02-24","123338","691001","773.0831000000001","122167.08109999991"
"2015-02-25","123321","691001","3801.9165000000003","463875.57549999986"
"2015-02-26","144562","691001","2850.5832","346694.97389999987"
"2015-02-27","159894","691001","1809.2499","207236.46929999976"
"2015-02-28","148690","125004","2376","267438.83"
"2015-03-01","166922","619295","866","138011.29000000007"
"2015-03-02","167110","691001","1542.8333","166965.85800000004"
"2015-03-03","150686","691001","433.6666","63305.33790000002"
"2015-03-04","173500","222022","461","51769.72000000001"
"2015-03-05","159894","691001","1485.0832","239738.7164000001"
"2015-03-06","144548","691001","661.3333","117428.19680000002"
"2015-03-07","179533","601003","1469","228627.47999999978"
"2015-03-08","123321","211255","2477","332428.8"
"2015-03-09","137984","691001","1088.9998","170915.6231"
"2015-03-10","162566","691001","1439.0832","200428.51569999987"
"2015-03-11","148652","691001","5380.0833999999995","568029.1342999999"
"2015-03-12","159894","691001","8523.3333","991669.5156999996"
"2015-03-13","116323","691001","3562.9166","439363.84510000015"
"2015-03-14","136208","125011","3199","461889.8399999999"
"2015-03-15","148690","119322","1771","308225.0100000002"
"2015-03-16","134952","691001","2541.4166999999998","290378.99559999997"
"2015-03-17","194482","691001","1891.9165","269285.0447"
"2015-03-18","144210","691001","2476.6665000000003","274989.95269999997"
"2015-03-19","134952","691001","12603.8333","1103523.845899999"
"2015-03-20","148744","691001","3335.4365","404329.9367999999"
"2015-03-21","116330","202173","446","73356.90999999997"
"2015-03-22","142834","204064","2221","198090.4299999999"
"2015-03-23","137984","691001","2106.083","309325.7867"
"2015-03-24","194482","691001","1271.9165","176725.72539999997"
"2015-03-25","144203","691001","1426","201404.16160000002"
"2015-03-26","144555","691001","1064.2489","153777.1534000002"
"2015-03-27","123321","691001","1163.166","187545.47650000016"
"2015-03-28","192181","691001","1427.8328999999999","165887.61770000003"
"2015-03-29","194512","691001","7.582400000000001","1160.7487000000003"
"2015-03-30","123321","691001","1402.5832","222707.3398000001"
"2015-03-31","192181","691001","740.0831000000001","145034.75360000005"
"2015-04-01","163631","691001","1405.3533","229914.4425"
"2015-04-02","173500","691001","2001.3334","318723.24249999976"
"2015-04-03","148690","691001","1385.8333","202043.68069999994"
"2015-04-04","134952","202159","869","159718.38000000003"
"2015-04-06","183448","691001","1487.333","193763.43250000034"
"2015-04-07","123338","691001","1780.7498","267724.4582000001"
"2015-04-08","192181","691001","2384.4997000000003","222082.96859999985"
"2015-04-09","148690","691001","1163.1665","160112.87580000018"
"2015-04-10","192181","691001","3244.1666","468571.7945000001"
"2015-04-11","137953","603160","571","79855.64000000001"
"2015-04-16","148690","691001","3551.9166999999998","534736.1010000001"
"2015-04-17","150679","691001","6006.9164","463088.5857999986"
"2015-04-18","159559","602256","2747","279639.5100000001"
"2015-04-19","151133","619295","1318","131791.98000000004"
"2015-04-20","148690","691001","2348.0831","230331.94800000015"
"2015-04-21","173517","691001","1712.5832","174275.37859999982"
"2015-04-22","192181","691001","1373.6666","105837.05300000004"
"2015-04-23","194512","691001","903.2499","93785.44209999997"
"2015-04-24","148744","691001","1517.5833","299082.47609999974"
"2015-04-25","134945","202073","3492","840663.7300000008"
"2015-04-26","148652","612026","643","70040.29999999997"
"2015-04-27","148720","691001","5127.1664","775169.4827999993"
"2015-04-28","163631","691001","1604.0001","257853.04479999962"
"2015-04-29","194512","691001","1673.7499","147821.8016"
"2015-04-30","139162","691001","1259.5833","188931.58399999974"
"2015-05-04","194482","691001","1160.3331","151318.978"
"2015-05-05","192877","603160","2181","263949.94999999984"
"2015-05-06","123321","691001","2747.9166","297685.4214999989"
"2015-05-07","173517","691001","2222.4164","240124.68629999986"
"2015-05-08","123321","691001","2769.4164","553867.5368999995"
"2015-05-09","173401","101076","2194","253346.0599999999"
"2015-05-10","116323","602207","1769","198169.51999999984"
"2015-05-11","161934","691001","1529.1665","152536.10399999996"
"2015-05-12","123321","691001","5816.9165","654158.475"
"2015-05-13","173500","691001","5408.2498","663099.9529999994"
"2015-05-14","150686","691001","3840.75","632383.6397999997"
"2015-05-15","173500","691001","2657.0833000000002","334112.08049999946"
"2015-05-16","192846","603160","3913","479265.2199999994"
"2015-05-18","173401","691001","2967.9157999999998","337667.21900000004"
"2015-05-19","163631","691001","4552.7498","502234.0679"
"2015-05-20","116354","691001","2572.4165000000003","287752.3154999999"
"2015-05-21","134952","691001","1920.1665","235025.29620000004"
"2015-05-22","150686","691001","3172.9165000000003","521867.16829999874"
"2015-05-23","150679","113077","1151","116828.77"
"2015-05-24","148416","618072","525","80940.70999999998"
"2015-05-25","144210","691001","3060.5832","382694.0472999985"
"2015-05-26","162559","691001","2531.3333000000002","346540.4768999996"
"2015-05-27","159559","691001","1512.083","216239.4602999997"
"2015-05-28","134952","691001","1782.4999","190621.34349999993"
"2015-05-29","148683","691001","2270.8996","268460.11379999976"
"2015-05-30","148737","115016","703","95020.29"
"2015-05-31","116347","218069","633","131716.29999999996"
"2015-06-02","183431","691001","2581.9998","340614.23949999956"
"2015-06-03","183448","691001","1355.9166","216153.31709999987"
"2015-06-04","148690","691001","1643.3331","199689.42920000007"
