,Quarter,Region,State,Purpose,Trips
41,2015-02-18,691001,097035,485440.3368,2751.6283999999996
42,2015-02-19,508016,109363,63192,1251
43,2015-02-20,691001,177027,891744.4619999999,8817.5489
44,2015-02-21,501038,206338,530140.6799999996,3360
45,2015-02-23,691001,032142,6869665.602900005,167818.9026
46,2015-02-24,691001,145668,8936943.081100011,69480.33959999999
47,2015-02-25,691001,123321,10051920.661800059,91318.313
48,2015-02-26,691001,129149,13913369.741699992,439528.26529999997
49,2015-02-27,691001,025021,21295605.34329996,549264.7977000001
50,2015-02-28,101010,175412,9001255.639999986,54245.03610000002
51,2015-03-01,206005,200145,4715089.840000008,52118.5
52,2015-03-02,691001,183660,6551127.691699963,48982.79790000008
53,2015-03-03,691001,170097,5868227.458500001,51288.6163
54,2015-03-04,101076,168162,2369833.3100000005,24682
55,2015-03-05,691001,200862,8502436.534300074,96701.673
56,2015-03-06,691001,130992,6221724.267500046,40649.20430000001
57,2015-03-07,102068,051082,4481421.350000028,38745.74830000004
58,2015-03-08,202060,131180,6719611.63000001,42677.9167
59,2015-03-09,691001,FS000722,7525268.017799995,66031.86210000006
60,2015-03-10,691001,117634,12551290.598999983,201138.83529999983
61,2015-03-11,691001,050870,10856878.638699949,182011.68990000003
62,2015-03-12,691001,106904,9294793.258799998,114777.0821
63,2015-03-13,691001,183608,7397994.231100013,76327.56999999998
64,2015-03-14,101049,206697,7601298.670000003,53692.4
65,2015-03-15,119322,148690,2784174.0000000014,21438.500100000005
66,2015-03-16,691001,015787,7191500.353099988,49928.342400000016
67,2015-03-17,691007,175412,10682469.067099893,271642.5695999999
68,2015-03-18,691001,210465,6609274.379000003,73320.19720000001
69,2015-03-19,691007,189198,11416462.699899966,78603.75400000006
70,2015-03-20,691001,106805,9013932.612800011,99392.7797
71,2015-03-21,115016,073008,712435.7599999997,4284.191699999999
72,2015-03-22,214065,030599,6851722.010000014,36232.49360000007
73,2015-03-23,691001,018511,7828076.481800054,90956.69030000002
74,2015-03-24,691001,210410,6404715.971599944,60852.37990000005
75,2015-03-25,691001,148614,7995374.929599965,66041.6195
76,2015-03-26,691001,159986,16756906.993899906,321903.9494000006
77,2015-03-27,691001,139179,11317955.725100035,137395.73440000002
78,2015-03-28,691001,192181,10386324.95169992,94248.2525
79,2015-03-29,691001,200992,7756.701300000001,29.146100000000033
80,2015-03-30,691001,124007,15127740.870999997,245680.62080000003
81,2015-03-31,691001,FS001347,15088361.216599977,307272.8213000002
82,2015-04-01,691001,124083,10043870.68430013,74341.43360000021
83,2015-04-02,691001,145668,9527760.305699985,390969.20869999996
84,2015-04-03,691001,173395,17266872.935500007,160854.8391999999
85,2015-04-04,102071,015886,8200162.939999976,41988.12060000005
86,2015-04-06,691001,116132,7751964.806499978,40125.66300000007
87,2015-04-07,691001,139803,5732390.864800154,75354.78890000025
88,2015-04-08,691001,197124,8851042.690799974,690652.3377
89,2015-04-09,691001,FS001699,9582880.36689999,83098.72850000006
90,2015-04-10,691001,121549,13842713.842400052,343083.6835
91,2015-04-11,102118,222116,3127943.2300000233,29730.747500000034
92,2015-04-16,691001,105051,12617497.004099974,32635.88410000003
93,2015-04-17,691001,FS000340,9294601.79089995,58845.14170000003
94,2015-04-18,119365,009267,9676831.860000003,77096.56730000001
95,2015-04-19,103081,004576,4147078.4100000053,37500.96
96,2015-04-20,691001,208998,9574692.5435,274940.1803000001
97,2015-04-21,691001,173517,9101263.856900042,116095.21380000003
98,2015-04-22,691007,197964,7241122.174999997,172087.29570000002
99,2015-04-23,691001,050900,12995582.294600017,294876.05890000006
100,2015-04-24,691001,153779,9633654.029600013,69662.87969999999
101,2015-04-25,618074,221379,8997371.740000041,53219.8333
102,2015-04-26,103131,194994,3360121.530000001,29405.1667
103,2015-04-27,691001,144296,11514977.77239995,110207.54519999992
104,2015-04-28,691001,121013,14051167.813800002,382592.1546999999
105,2015-04-29,691001,145668,10076882.457099995,272142.93510000035
106,2015-04-30,691001,139162,20704777.978600293,603065.7974999995
107,2015-05-04,691001,134280,8236821.5336000575,82542.92160000002
108,2015-05-05,603160,168124,7851287.050000063,96098.6667
109,2015-05-06,691001,FS000524,8515423.231600009,56965.743500000004
110,2015-05-07,691001,150587,10408466.745799981,88342.83440000004
111,2015-05-08,691001,FS001248,12085035.64679999,167530.9482
112,2015-05-09,503241,206307,9305700.250000063,49218.54560000007
113,2015-05-10,602207,189150,6041582.600000022,53055.3333
114,2015-05-11,691001,156725,9170786.65660006,88786.12520000001
115,2015-05-12,691001,123321,10148621.235300042,114363.54769999995
116,2015-05-13,691001,215866,9799633.798999928,159309.1033
117,2015-05-14,691001,FS002573,11555799.409799967,113158.4134
118,2015-05-15,691001,173500,6630801.977100019,129514.63859999999
119,2015-05-16,601001,043223,9819127.719999935,67762.46680000001
120,2015-05-18,691001,050900,14104762.067399992,194485.53040000008
121,2015-05-19,691001,FS000067,13194328.98169999,92162.07520000014
122,2015-05-20,691001,193690,9850880.503999978,154219.6202
123,2015-05-21,691001,145668,12948571.894200131,110172.91740000005
124,2015-05-22,691001,166274,18401339.27980009,463929.76940000005
125,2015-05-23,519437,104634,5983504.039999995,52635.47310000012
126,2015-05-24,615071,097592,1103899.8099999996,25786
127,2015-05-25,691001,145699,10701564.738999987,72701.4823
128,2015-05-26,691001,080556,13515255.227000052,205096.60789999992
129,2015-05-27,691001,080433,10675698.44969994,90278.72469999998
130,2015-05-28,691001,162825,13178121.333099967,142159.2828
131,2015-05-29,691001,050900,9208840.588800002,112934.42229999987
132,2015-05-30,501077,090609,6503781.469999982,56128.32450000003
133,2015-05-31,102033,042288,5134753.430000025,28143.666599999997
134,2015-06-02,691001,183431,11076004.243599964,264343.12889999995
135,2015-06-03,691001,197131,11702988.543799948,54312.97230000002
136,2015-06-04,691001,167936,12396014.272099962,129009.29650000001
137,2015-06-05,691001,210199,9187118.176099986,56537.016900000024
138,2015-06-06,603160,137939,9762698.739999952,79063.92120000008
139,2015-06-07,602249,080679,2285782.2600000002,20971
140,2015-06-08,691001,137984,15936686.751299981,362547.1687
141,2015-06-09,691001,104399,10284476.328699937,181059.97429999989
142,2015-06-10,691001,135096,10925494.419499947,149658.6438
143,2015-06-11,691001,115357,12658520.675199969,315755.26980000007
144,2015-06-12,691001,187538,9883270.093899978,144720.47209999998
145,2015-06-13,211053,083243,9963209.569999969,60585.22259999998
146,2015-06-15,691001,108540,15898738.264999969,307896.45730000007
147,2015-06-16,691001,148706,10883449.233299997,122735.9472
148,2015-06-17,691001,212568,12130839.451600024,214609.03869999995
149,2015-06-18,691001,043223,15831962.536599832,254013.6495
150,2015-06-19,691001,192181,10622479.284699954,271861.77480000025
151,2015-06-20,101082,066772,9182271.640000015,102738.60170000001
152,2015-06-22,691001,104597,10935896.075699966,90916.51859999997
153,2015-06-23,691001,050870,18044737.64869998,549925.1515000002
154,2015-06-24,691001,109554,14278863.395700023,123663.824
155,2015-06-25,691001,115128,10307978.901599979,121840.51939999999
156,2015-06-26,691001,171063,11605095.845199984,118851.3422
157,2015-06-27,203102,105068,8148564.3400000185,79257.5578
158,2015-06-29,691001,037123,13743927.340499995,308389.2940000002
159,2015-06-30,691001,166915,19909024.196100008,610499.1163999992
160,2015-07-01,691001,FS000265,9079897.11180003,99843.93
161,2015-07-02,691001,200299,8965909.771700054,104972.32710000002
162,2015-07-03,691001,106928,12231155.714999964,102009.39770000003
163,2015-07-04,602058,108502,9465410.780000038,63322.66700000003
164,2015-07-06,691001,098438,5974154.825400017,57386.90890000022
165,2015-07-07,691001,125059,14493655.755900018,371868.7375
166,2015-07-08,691001,121389,8054770.64660004,71213.90999999999
167,2015-07-09,691001,221157,8049583.879899998,66822.04310000005
168,2015-07-10,691001,202101,8518431.98329998,94906.32440000007
169,2015-07-11,219241,131180,4611377.090000019,48248.843100000064
170,2015-07-13,691001,194895,7656656.38829999,88606.97890000003
171,2015-07-14,691001,086510,11010335.29719994,86019.08859999999
172,2015-07-15,691001,000233,6623716.068600037,93615.23040000006
173,2015-07-16,691001,050900,10602534.604499966,114445.65900000009
174,2015-07-17,691001,104825,10926145.120099993,242997.59059999997
175,2015-07-18,519206,090586,5465810.780000018,36022.872000000025
176,2015-07-20,691001,124038,11564344.650099995,130815.46180000016
177,2015-07-21,691001,043261,10481889.442099957,367666.67139999993
178,2015-07-22,691001,004156,10234405.796799922,182213.48010000004
179,2015-07-23,691001,101824,9169008.159299873,55294.551800000016
180,2015-07-24,691001,141004,12093489.768400017,197256.06930000003
181,2015-07-25,503232,119645,4990862.580000013,65758.0363000001
182,2015-07-27,691001,224202,14285428.02000003,367211.90499999997
183,2015-07-28,691001,002305,11780519.05070014,115054.51379999994
184,2015-07-29,691001,FS001774,21654414.076299936,508554.3284999996
185,2015-07-30,115002,018535,8298200.3000000045,55133.84149999999
186,2015-07-31,691001,174057,16646267.021900019,599364.326999993
187,2015-08-03,691001,FS001774,9756407.213000007,100959.50430000003
188,2015-08-04,691001,200312,13029090.646099923,272108.5678000002
189,2015-08-05,691001,126797,7567029.50040001,56687.01210000002
190,2015-08-06,691001,158552,9866667.894300023,75321.10390000005
191,2015-08-07,691001,162825,8755862.421300033,70504.1798
192,2015-08-08,212038,221911,7400600.380000004,74642.77630000001
193,2015-08-10,691001,162306,7876017.8342,105147.72230000008
194,2015-08-11,691001,206819,10343384.309200041,160653.58250000002
195,2015-08-13,691001,050900,10814860.93069991,83183.5889
196,2015-08-14,691001,212612,14530957.245400006,236487.1198
197,2015-08-15,102068,025519,8754617.36999998,375951.6085
198,2015-08-17,691001,143459,13439431.105999982,179557.19660000008
199,2015-08-18,691001,050870,11396183.047699971,100790.28150000004
200,2015-08-19,691001,FI528003,12788825.923600039,119636.7929
201,2015-08-20,691001,206079,8040844.45530001,77318.40870000007
202,2015-08-21,691001,130961,5700967.622299951,61667.751000000004
203,2015-08-22,202015,196691,9801842.799999973,77387.50250000005
204,2015-08-23,602258,106805,832057.0199999997,6537
205,2015-08-24,691001,104399,10239377.51139997,127489.97350000005
206,2015-08-25,691001,125059,11905139.72780006,116920.44910000007
207,2015-08-26,691001,FS000739,10840695.51120003,77077.43890000002
208,2015-08-27,691001,168438,19277115.91439982,405643.61890000006
209,2015-08-28,691007,083731,13601922.301400034,273204.9963
210,2015-08-29,605077,212759,8449647.390000023,93066.29480000008
211,2015-08-30,619295,117313,3751488.8600000185,26647.6
212,2015-08-31,691001,050917,17194182.517499954,573085.2367999988
213,2015-09-01,691001,161972,11971287.63719992,66572.13989999998
214,2015-09-02,691001,194383,9407337.38280013,112048.69600000003
215,2015-09-03,691001,124052,8653137.923299994,95345.40420000003
216,2015-09-04,691001,148706,7186202.664800045,73471.63989999998
217,2015-09-05,603160,237301,7207625.110000017,42881.633400000006
218,2015-09-07,691001,FS000562,9186858.37100001,120749.73500000003
219,2015-09-08,691001,148690,10676443.947599988,96029.6521
220,2015-09-09,691001,014827,12265159.324000053,189130.55080000006
221,2015-09-10,691001,050900,8935009.786600044,80871.63190000002
222,2015-09-11,691007,128883,9942541.458899952,115252.66350000002
223,2015-09-12,115016,115296,10347030.230000202,100070.65839999997
224,2015-09-14,691001,FS002580,7666141.87419996,94607.7188
225,2015-09-15,691001,025021,8789510.983199894,107908.32250000002
226,2015-09-16,691001,124083,9207566.223999977,70451.56290000003
227,2015-09-17,691001,076467,11851875.962000022,148765.50980000003
228,2015-09-18,691001,104399,15215689.732500004,185052.73740000013
229,2015-09-19,206005,210335,11958955.049999984,128474.16559999995
230,2015-09-21,691001,112233,10912297.500799969,145042.40179999996
231,2015-09-22,691001,155346,15731521.705400063,170096.7701
232,2015-09-23,691001,116972,10232040.107700031,121603.03549999998
233,2015-09-24,691001,164706,10566845.314799959,52818.57530000003
234,2015-09-25,691001,097035,16923707.912699822,169601.35839999988
235,2015-09-26,202107,153328,9586915.0700001,113136.52459999999
236,2015-09-28,691001,032227,11619784.07310006,115204.6723000001
237,2015-09-29,691001,097608,17700884.521400016,535326.0197
238,2015-09-30,691001,080563,19183812.050699845,630809.0469999962
239,2015-10-01,691001,032227,15190207.474300053,112068.76910000002
240,2015-10-02,691001,050900,13134079.19900001,70010.33750000004
241,2015-10-05,691001,109523,15844036.081300002,527446.4152000004
242,2015-10-06,691001,159559,15990189.99229996,90834.81370000001
243,2015-10-07,691001,171346,9093338.050500024,101398.59590000004
244,2015-10-08,691001,112226,13295412.888799977,156452.5469
245,2015-10-09,691001,203696,10644905.056500018,103555.9937
246,2015-10-10,101029,137717,10161077.19000003,68736.2538000001
247,2015-10-12,691001,209230,11055888.992400015,128218.67020000008
248,2015-10-13,691001,000233,12946654.499199953,32894.7835
249,2015-10-14,691001,145804,13654208.588599944,152562.93600000002
250,2015-10-15,691001,123338,13168217.865399923,146648.36500000002
251,2015-10-16,691001,209889,11839275.298499966,108536.87889999998
252,2015-10-17,619217,135867,10992112.93999999,194986.13220000002
253,2015-10-19,691001,170769,12016281.875299912,92488.4109
254,2015-10-20,691001,148713,15392761.15840004,472238.95970000006
255,2015-10-21,691001,129156,14036107.099499771,224353.26180000004
256,2015-10-22,214074,199999,10815544.109999955,86310.14900000022
257,2015-10-26,691001,125059,11103864.655899975,111653.96730000002
258,2015-10-27,691001,119164,15924760.382299928,331877.84759999986
259,2015-10-28,691001,160685,17572437.346899994,118201.83519999996
260,2015-10-29,691001,197018,9719226.181199994,75827.679
261,2015-10-30,691001,089344,14482611.574399976,567578.4504999985
262,2015-10-31,691001,143312,3191583.4675000096,31375.07380000001
263,2015-11-01,691001,114404,10072.897499999994,46.78100000000007
264,2015-11-02,691001,107352,12425053.766400011,67839.26010000001
265,2015-11-03,691001,187538,10701364.061699994,57345.13080000001
266,2015-11-04,691001,138028,13378020.106300063,116957.03980000003
267,2015-11-05,691001,FS000579,13149779.11970014,149414.0597
268,2015-11-06,691001,104399,15836856.309199937,329854.6058
269,2015-11-07,211126,155230,8797497.920000104,44010.72070000008
270,2015-11-09,691001,080556,12366023.083699808,87179.05960000005
271,2015-11-10,691001,007201,14411457.505399985,84357.6029
272,2015-11-11,691001,114480,22261228.74939995,546461.3921999998
273,2015-11-12,691001,050863,13232244.572999947,89102.9342
274,2015-11-13,691001,168148,11198545.151799988,97415.04420000003
275,2015-11-14,102008,108519,9442530.980000027,66586.30309999996
276,2015-11-16,691001,112790,12446999.049500018,98856.77660000006
277,2015-11-17,691001,213121,11151673.507199923,76934.76239999999
278,2015-11-18,691001,217587,13516807.062099915,149729.36749999996
279,2015-11-19,691001,212506,9879857.58799998,85483.4575
280,2015-11-20,691001,123321,12085631.317199932,79395.29010000001
281,2015-11-21,101029,148690,8926070.590000033,53725.303499999995
282,2015-11-23,691001,172978,12213734.175399998,74318.18460000001
283,2015-11-24,691001,177324,16686281.446799781,164317.89680000005
284,2015-11-25,691001,FS001590,5906076.30069994,40410.85839999998
285,2015-11-26,691001,111397,20484696.33050002,384610.28969999996
286,2015-11-27,691001,050900,10360799.195599992,76353.89650000002
287,2015-11-28,115016,202743,8607604.789999982,86098.10050000003
288,2015-11-30,691001,174675,13655781.109199848,540529.2124999986
289,2015-12-01,691001,136888,10188421.731499964,86294.13120000005
290,2015-12-02,691001,106713,12149894.030900022,127742.72369999999
291,2015-12-03,691001,FS000715,9244701.12820002,105057.88389999997
292,2015-12-04,691001,112042,10346486.326999998,91921.08540000001
293,2015-12-07,603160,159542,5016179.789999988,72812.40169999996
294,2015-12-08,691001,FS000562,13894081.834399939,371313.25240000023
295,2015-12-09,691001,157708,12190884.782299936,371721.62380000006
296,2015-12-10,691007,156640,14524064.13479998,187519.15680000006
297,2015-12-11,691001,124090,15716595.797200019,164208.11280000003
298,2015-12-12,619217,126582,11496792.67999999,87533.68219999998
299,2015-12-14,691001,134099,15627909.582799897,95620.19339999999
300,2015-12-15,691001,193300,20483006.757999983,279663.44400000013
301,2015-12-16,691001,FS000227,12419940.708800033,151354.2772
302,2015-12-17,691001,151171,12844790.87189996,132347.8442
303,2015-12-18,691001,167479,15489403.779000107,93577.90060000001
304,2015-12-19,502057,090593,16380126.64000001,150158.4536
305,2015-12-21,691001,112745,14266961.098599896,129043.2761
306,2015-12-22,691001,113506,17300665.36949992,456860.17970000004
307,2015-12-23,691001,030971,14064949.73919991,159948.46750000003
308,2015-12-24,691001,125059,14460155.889699904,246906.08500000005
309,2015-12-25,691001,090265,18156181.81769984,388611.72360000014
310,2015-12-26,618083,116682,8379431.970000014,119530.33020000003
311,2015-12-28,691001,143312,14728213.008400038,105305.83730000001
312,2015-12-29,691001,FS000289,11537520.648099877,151282.2216999999
313,2015-12-30,691001,205058,13826468.739900006,410354.9966000003
314,2016-01-04,691001,115302,3784815.4463000507,19098.86480000006
315,2016-01-05,691001,183158,7355589.6158000035,92308.33020000001
316,2016-01-06,691001,FS000364,5962180.818799981,83370.3352
317,2016-01-07,691001,218997,6922202.766600007,61628.86580000002
318,2016-01-08,691001,FS000715,14115461.711999977,112965.02150000003
319,2016-01-09,390001,099572,6043482.189999995,61845.83540000003
320,2016-01-11,691001,FS001408,7035616.893800006,55140.289300000004
321,2016-01-12,691001,169640,7540696.625500045,105261.83190000002
322,2016-01-13,691001,063481,9914517.728299888,122283.00100000002
323,2016-01-14,691001,194901,11734683.275299987,86097.62520000001
324,2016-01-15,691001,210441,9136701.97730002,132909.30990000002
325,2016-01-18,691001,138127,11695287.104400024,115890.95139999992
326,2016-01-19,691001,143459,10598189.204699988,135252.0868
327,2016-01-20,691001,117122,11931445.117999947,108682.54089999998
328,2016-01-21,691001,089764,10220415.356500033,77439.53300000002
329,2016-01-22,691001,218010,11205778.910599997,124495.0953
330,2016-01-23,691001,232474,7313889.795999992,109372.39949999998
331,2016-01-25,691007,203986,8991188.794599988,74992.30380000001
332,2016-01-26,691001,228705,15217934.908399941,358375.554
333,2016-01-27,691001,098179,12603250.726900022,195895.4861
334,2016-01-28,691001,171384,12763136.53619995,166546.206
335,2016-01-29,703008,FI571429,20911175.590000004,887732.2764000007
336,2016-01-30,106002,179281,7171210.989999987,42749.514000000054
337,2016-02-01,691001,123321,4377365.845700003,-68632.68589999998
338,2016-02-02,691001,050900,10902611.864800021,86795.46000000002
339,2016-02-03,691001,116040,10337356.665200096,198304.0798
340,2016-02-04,691001,175573,9695853.144399973,59314.26780000001
341,2016-02-05,691001,072438,5694486.011100008,23813.128299999997
342,2016-02-06,519390,206321,85281.6,747
343,2016-02-08,520066,232627,-7290,-9
344,2016-02-09,691001,129101,627461.7452999988,4391.0932
345,2016-02-10,691001,126810,2593975.1024999986,54242.0611
346,2016-02-11,691001,123291,11671117.167599956,142540.5318
347,2016-02-12,691001,030902,9768117.841300042,98829.47279999997
348,2016-02-13,613033,190385,7424821.550000034,57234.47520000003
349,2016-02-15,691001,123291,7637111.053600012,80048.82120000003
350,2016-02-16,691001,116033,6162825.791199996,53455.12089999999
351,2016-02-17,691001,108526,8776618.533100039,68380.86189999999
352,2016-02-18,691001,104399,16152690.899199905,166337.64060000004
353,2016-02-19,691001,124014,16263235.216800027,359062.8231
354,2016-02-20,115016,115319,10149671.669999981,78915.4934
355,2016-02-23,691001,002862,13063837.842999728,171087.42179999995
356,2016-02-24,691001,199968,13148891.743400019,221470.62040000007
357,2016-02-25,691001,195038,14873319.558100037,132011.76920000004
358,2016-02-26,691001,194918,13354987.902799927,116432.36930000002
359,2016-02-27,119459,175375,14333278.609999962,77386.08490000019
360,2016-02-28,619295,117313,801802.78,10026
361,2016-02-29,691001,160913,22276841.932800006,402230.5068
362,2016-03-01,691001,216498,11597387.412000017,202531.44069999992
363,2016-03-02,691001,050917,7981231.427599996,73176.42110000012
364,2016-03-03,691001,157616,12102035.917899972,112885.07230000001
365,2016-03-04,691001,144319,14319475.857200025,180994.5135
366,2016-03-05,111079,183318,15471404.77999996,149597.10880000007
367,2016-03-07,691001,145804,10034178.50589998,92015.67589999999
368,2016-03-08,691001,190187,9141917.16990003,76794.1203
369,2016-03-09,691001,123321,10069555.555700043,95023.5282
370,2016-03-10,691001,108502,9624651.76950007,166219.15420000008
371,2016-03-11,691001,212124,8043266.9162000595,65116.48630000001
372,2016-03-12,503215,090586,4722756.260000067,42125.52960000008
373,2016-03-14,691001,153700,13598582.344199922,287112.66580000013
374,2016-03-15,691001,155353,11213376.314299919,130456.1169
375,2016-03-16,691001,197896,7434750.847199994,61954.82690000001
376,2016-03-17,691001,219468,12610332.415600033,177894.7923
377,2016-03-18,691001,004477,15567993.012299914,118966.7532000001
378,2016-03-19,691001,209094,6686908.475900033,98022.51500000001
379,2016-03-20,691001,197124,11747.666100000002,119.81520000000002
380,2016-03-21,691001,150679,8316128.788399933,120634.97490000007
381,2016-03-22,691001,089771,10396538.75039993,69013.36759999998
382,2016-03-23,691001,181024,10000278.339999996,66535.4686
383,2016-03-24,691001,027506,8123727.378899899,68806.54460000002
384,2016-03-25,691001,187811,17611991.598599873,377710.3802
385,2016-03-26,603160,161057,6478243.66999998,55157.085000000014
386,2016-03-28,691001,136635,8306953.222999986,196408.5305
387,2016-03-29,691001,087692,11060232.087799937,99137.20080000002
388,2016-03-30,691001,199371,11098805.879099946,158165.9276000001
389,2016-03-31,691001,015787,15551635.906999873,611552.6368999984
390,2016-04-01,691001,200824,10547447.745300008,92765.3924
391,2016-04-02,114007,184117,7184836.079999999,51631.95059999998
392,2016-04-04,691001,145651,4794489.607599997,34596.1717
393,2016-04-05,691001,125158,8378039.4665000355,88109.12199999997
394,2016-04-06,691001,110642,11104723.159000084,79155.8563
395,2016-04-07,691001,145668,11666574.07750004,80328.398
396,2016-04-08,691001,241773,13484134.914199967,295044.37389999995
397,2016-04-09,119441,190231,6888246.850000021,47900.109899999974
398,2016-04-11,691001,116033,4685285.774899991,60177.32890000004
399,2016-04-12,691001,217617,2932282.1817999994,26042.696800000045
400,2016-04-18,691001,147310,9596745.86440006,83491.39900000003
401,2016-04-19,691001,115333,10275366.301000113,62753.92000000006
402,2016-04-20,691001,121075,15173032.11329992,305580.2284999999
403,2016-04-21,691001,148713,21146861.957600024,466091.40129999997
404,2016-04-22,691001,150624,11587284.66210008,101137.55670000004
405,2016-04-23,511061,090586,10627265.270000016,138076.92940000002
406,2016-04-25,691001,159559,11385347.265600042,95308.64200000007
407,2016-04-26,691001,157661,13021868.335199967,151538.80899999998
408,2016-04-27,691001,FS001408,11569038.704099972,148625.66340000002
409,2016-04-28,691001,198343,13024049.30259995,232102.40699999998
410,2016-04-29,691001,150099,25885666.6949998,608002.5913999993
411,2016-04-30,691001,250652,10059212.747599982,100422.9853
412,2016-05-03,691001,137984,8958176.480200019,59068.66900000003
413,2016-05-04,691001,205966,9154884.455399891,62720.9975
414,2016-05-06,691001,123321,11530375.551299827,140621.64490000007
415,2016-05-07,501119,206307,15470627.150000008,101621
416,2016-05-09,691001,168421,11558178.616400044,136746.37299999988
417,2016-05-10,691001,221881,12282578.99,81397.27490000006
418,2016-05-11,691001,197124,16405490.447399916,181347.65120000002
419,2016-05-12,691001,198244,13141605.371799998,155904.24790000005
420,2016-05-13,691001,161446,11505671.313000046,92649.7445
421,2016-05-14,691001,250775,8514061.752400078,59130.6878
422,2016-05-16,691001,030476,7881126.307200001,70390.32109999996
423,2016-05-17,691001,148737,12014726.953299962,163533.66930000007
424,2016-05-18,691001,183660,12288897.456699975,113122.2562
425,2016-05-19,691001,151393,19978021.58630006,141396.7856
426,2016-05-20,105022,123994,938105.8499999972,7124
427,2016-05-21,520319,119676,17181166.750000075,107574.04159999998
428,2016-05-23,691001,135669,11203489.159000035,88557.22869999999
429,2016-05-24,691001,157708,14330694.723200023,121394.55890000021
430,2016-05-25,691001,148683,12774795.395199966,139801.42089999997
431,2016-05-26,691001,192730,18700516.28850001,801368.2110999998
432,2016-05-27,691001,219116,20728081.738999918,307617.74620000005
433,2016-05-28,115016,227883,7763419.469999983,103008.41289999998
434,2016-05-30,691001,110161,11760708.064800011,86765.0008
435,2016-05-31,691001,116699,20312239.456599966,544696.3764999987
436,2016-06-01,691001,236458,11106081.944199799,95901.9041
437,2016-06-02,691001,030728,13331167.519999942,92065.20149999998
438,2016-06-03,691001,111397,7381212.539599981,69101.36060000001
439,2016-06-04,307125,158293,5448010.610000013,62680.923500000026
440,2016-06-06,691001,101824,6803799.187800007,56465.17590000004
441,2016-06-07,691001,133245,8382088.388900068,68920.67360000002
442,2016-06-08,691001,092108,10227188.734599961,78083.5682
443,2016-06-09,691001,035792,10136930.384699924,124567.3304
444,2016-06-10,691001,126810,9077352.066799996,70982.66769999999
445,2016-06-11,505038,147587,11484752.309999974,95686.90680000001
446,2016-06-13,691007,160708,10142471.775000025,89101.20889999998
447,2016-06-14,691001,115319,13113834.148999982,285996.8675999999
448,2016-06-15,691001,230821,16102542.768600116,271166.24160000007
449,2016-06-16,691001,FS001408,14313396.218200007,330281.95259999996
450,2016-06-17,691001,213374,12529403.009400144,104991.74690000003
451,2016-06-18,519683,099176,8563197.200000046,90855.61470000005
452,2016-06-20,691001,146177,7934164.990999993,148466.36950000003
453,2016-06-21,691001,FS002559,11144045.619800054,161119.5426
454,2016-06-22,691001,143305,10575400.681300046,98124.96689999997
455,2016-06-23,691001,116996,16808184.571700078,144037.901
456,2016-06-24,691001,002497,15724543.253000077,295855.5219000001
457,2016-06-25,115016,106904,15837308.9200001,173448.95080000008
