"Datetime","Sku","Customer","Qty","Amt"
"7/22/2015","691001","116354","1785.4997","299755.2654999999"
"7/23/2015","691001","134952","998.25","181325.9631"
"7/24/2015","691001","148690","2019.9162999999999","390564.081599999"
"7/25/2015","202074","116347","1185","157857.36000000022"
"7/27/2015","691001","224202","1590.108","315960.93389999965"
"7/28/2015","691001","192181","1682.3328999999999","237900.32629999975"
"7/29/2015","691001","144210","5241.9997","380115.2089999995"
"7/30/2015","615076","134945","849","130473.00999999994"
"7/31/2015","691001","116323","1419.4999","250821.62219999987"
"8/3/2015","691001","148690","1329.0001","293988.84079999983"
"8/4/2015","691001","159559","952.7497000000001","194610.00299999982"
"8/5/2015","691001","161941","992.8832","248826.43860000008"
"8/6/2015","691001","159887","1563.2999","333510.4028999993"
"8/7/2015","691001","173500","319.4499","77617.3253"
"8/8/2015","605075","219796","1573","213015.5099999999"
"8/10/2015","691001","167110","2274.3332","203715.7311"
"8/11/2015","691001","148706","1679.4997","260881.54019999987"
"8/13/2015","691001","167110","2712.0999","287736.1595999996"
"8/14/2015","691001","194482","1015.5832","144888.7508"
"8/15/2015","115016","207427","173515.5","343611.65"
"8/17/2015","691001","162535","3740.5249","483428.7862"
"8/18/2015","691001","148676","1118.3249","168636.31260000006"
"8/19/2015","691001","144210","7493.1665","818843.6263000001"
"8/20/2015","691001","137991","3590.6333","397114.2615999999"
"8/21/2015","691001","173449","1697.0831","173847.13469999985"
"8/22/2015","225005","123321","8267","926641.5099999995"
"8/23/2015","618076","137991","732","69685.10000000002"
"8/24/2015","691001","148683","5800.1663","515253.5280999998"
"8/25/2015","691001","224202","2011.6414","246958.72930000004"
"8/26/2015","691001","192181","1493.8332","161246.8738"
"8/27/2015","691001","183462","1977.9162999999999","285838.2517000001"
"8/28/2015","691001","134952","1422.25","191700.92429999996"
"8/29/2015","180049","224165","1881","246238.35000000006"
"8/30/2015","619295","120559","901","131269.56999999998"
"8/31/2015","691001","134952","1560.5832","169620.25329999998"
"9/1/2015","691001","148690","1545.3332","223504.1259000001"
"9/2/2015","691001","194482","6118.3247","178320.11990000008"
"9/3/2015","691001","224202","2400.9081","259980.56550000003"
"9/4/2015","691001","148706","2488.8332","361728.7772999991"
"9/5/2015","603160","134365","1257","157562.62000000002"
"9/7/2015","691001","123338","1379.7995","190140.00270000004"
"9/8/2015","691001","148690","1390.4998","223978.20420000024"
"9/9/2015","691001","173500","2779.1665000000003","465511.2212000001"
"9/10/2015","691001","159559","2298.7415","282354.78849999944"
"9/11/2015","691001","224202","1176.7999","171418.7008999998"
"9/12/2015","619295","137373","2072","271418.45"
"9/14/2015","691001","148416","1306.0833","160640.91580000013"
"9/15/2015","691001","159887","598.8782","117551.16199999995"
"9/16/2015","691001","148416","2283.1916","299539.9473999998"
"9/17/2015","691001","167646","2257.5832","320898.32299999974"
"9/18/2015","691001","159566","3373","506635.4491999991"
"9/19/2015","202159","180065","4865","571075.7399999998"
"9/21/2015","691001","173456","3441.9997000000003","361890.1671999996"
"9/22/2015","691001","183448","3022.933","297574.7637999996"
"9/23/2015","691001","148416","2536.8498","376064.1918999989"
"9/24/2015","691001","148706","4020.7497000000003","405893.55719999986"
"9/25/2015","691001","123338","4924.9165","550653.0295000002"
"9/26/2015","615050","134945","2302","323509.96999999986"
"9/28/2015","691001","194512","3557.8583","334730.47879999963"
"9/29/2015","691001","162535","4306.2499","675390.9205999996"
"9/30/2015","691001","150686","2448.4999","360390.71529999917"
"10/1/2015","691001","161941","2630.7499","395810.0979999996"
"10/2/2015","691001","183448","7485.2498","1290331.6635999999"
"10/5/2015","691001","159559","381993.4166","321325.95509999956"
"10/6/2015","691001","159559","2828.558","402548.6975999996"
"10/7/2015","691001","167646","1373.5662","165974.7511000001"
"10/8/2015","691001","137984","2150.4165000000003","247732.55199999994"
"10/9/2015","691001","123338","1612.9167","180892.0475000001"
"10/10/2015","120140","116354","3353","399866.01"
"10/12/2015","691001","148669","1883.7497","216374.5731999999"
"10/13/2015","691001","148683","2144.9832","377776.58339999936"
"10/14/2015","691001","148669","4971.0598","619804.7579999997"
"10/15/2015","691001","123338","3737.3333000000002","411628.95209999866"
"10/16/2015","691001","183462","3397.0829","402351.4588999998"
"10/17/2015","608110","144227","849","121802.43999999993"
"10/19/2015","691001","167646","1947.9998","244708.15700000006"
"10/20/2015","691001","148713","2912.4365","351075.8516999994"
"10/21/2015","691001","148690","3741.0832","579794.5685999996"
"10/22/2015","602205","173500","4625","628428.6399999997"
"10/26/2015","691001","123338","2564.0081","372379.30169999984"
"10/27/2015","691001","148683","4707.7698","547852.9476999976"
"10/28/2015","691001","123321","4445.9166000000005","491356.0501999981"
"10/29/2015","691001","167110","4039.9408","567326.1941999991"
"10/30/2015","691001","183431","2166.8327","309622.97029999987"
"10/31/2015","691001","148720","923.8329","83581.01649999998"
"11/1/2015","691001","148690","3.165999999999999","673.8323"
