YM,QTY
2019-01,0
2019-02,360
2019-03,240
2019-04,360
2019-05,264
2019-06,360
2019-07,480
2019-08,480
2019-09,360
2019-10,720
2019-11,0
2019-12,0
2020-01,0
2020-02,120
2020-03,600
2020-04,0
2020-05,336
2020-06,240
2020-07,240
2020-08,600
2020-09,480
2020-10,0
2020-11,0
2020-12,0
2021-01,840
2021-02,0
2021-03,600
2021-04,0
2021-05,0
2021-06,0
2021-07,0
2021-08,0
2021-09,600
2021-10,240
2021-11,0
2021-12,480
