"Cg","Datetime","Customer","Sku","Channel","qty","Amt"
"010012","2021-06-12","619433","027018","200","2","115.35"
"010012","2021-06-16","612030","027018","200","12","767.1"
"010012","2021-06-19","619433","027018","200","1","71.03"
"010012","2021-06-22","612030","027018","200","12","766.17"
"010012","2021-06-26","619433","027018","200","1","65.89"
"010012","2021-06-27","619433","027018","200","1","71.03"
"010012","2021-06-28","612030","027018","200","12","825.23"
"010012","2021-06-30","115016","027018","200","216","12009.6"
"010012","2021-07-03","612026","027018","200","360","17989.199999999997"
"010012","2021-07-03","612030","027018","200","12","731.78"
"010012","2021-07-06","603165","027018","200","24","1245.6"
"010012","2021-07-14","612030","027018","200","12","788.79"
"010012","2021-07-15","612030","027018","200","12","897.2"
"010012","2021-07-16","603165","027018","200","24","1245.6"
"010012","2021-07-17","115016","027018","200","72","4003.2"
"010012","2021-07-19","612030","027018","200","12","807.48"
"010012","2021-07-22","619433","027018","200","1","79.44"
"010012","2021-07-24","612030","027018","200","12","807.48"
"010012","2021-07-31","115016","027018","200","144","8006.4"
"010012","2021-07-31","619433","027018","200","1","71.02"
"010012","2021-08-04","619433","027018","200","2","142.06"
"010012","2021-08-06","115016","027018","200","72","4003.2"
"010012","2021-08-07","619433","027018","200","1","67.29"
"010012","2021-08-08","612030","027018","200","12","788.79"
"010012","2021-08-08","619433","027018","200","8","538.32"
"010012","2021-08-09","612030","027018","200","2","158.88"
"010012","2021-08-13","619433","027018","200","2","158.88"
"010012","2021-08-17","619433","027018","200","1","52.59"
"010012","2021-08-23","115016","027018","200","192","10675.2"
"010012","2021-08-23","619433","027018","200","1","79.44"
"010012","2021-08-25","619433","027018","200","12","717.66"
"010012","2021-09-04","619433","027018","200","1","71.03"
"010012","2021-09-09","115016","027018","200","192","10675.2"
"010012","2021-09-09","612030","027018","200","12","571.96"
"010012","2021-09-09","619433","027018","200","1","34.36"
"010012","2021-09-10","612030","027018","200","12","663.25"
"010012","2021-09-13","619433","027018","200","2","150.47"
"010012","2021-09-16","619433","027018","200","1","79.44"
"010012","2021-09-17","612030","027018","200","12","762.62"
"010012","2021-09-19","619433","027018","200","3","213.09"
"010012","2021-09-20","115016","027018","200","216","12009.6"
"010012","2021-09-24","612030","027018","200","1","76.06"
"010012","2021-09-29","619433","027018","200","8","571.96"
"010012","2021-10-04","115016","027018","200","120","6672"
"010012","2021-10-06","115016","027018","200","144","8006.4"
"010012","2021-10-07","619433","027018","200","1","61.65"
"010012","2021-10-11","612026","027018","200","144","7195.68"
"010012","2021-10-18","115016","027018","200","144","8006.4"
"010012","2021-10-18","619433","027018","200","2","119.11"
"010012","2021-10-19","115016","027018","200","96","5337.6"
"010012","2021-10-26","619433","027018","200","2","127.64"
"010012","2021-11-02","612030","027018","200","1","55.1"
"010012","2021-11-05","115016","027018","200","192","10675.2"
"010012","2021-11-05","612026","027018","200","48","2398.56"
"010012","2021-11-08","612030","027018","200","1","59.15"
"010012","2021-11-09","612030","027018","200","12","717.75"
"010012","2021-11-09","619433","027018","200","1","67.12"
"010012","2021-11-16","612030","027018","200","26","1567.0900000000001"
"010012","2021-11-26","612026","027018","200","72","3597.84"
"010012","2021-11-26","612030","027018","200","24","1435.51"
"010012","2021-12-01","115016","027018","200","144","8006.4"
"010012","2021-12-03","612026","027018","200","72","3597.84"
"010012","2021-12-07","612026","027018","200","96","4797.12"
"010012","2021-12-08","612030","027018","200","12","704.76"
"010012","2021-12-16","115016","027018","200","264","14678.4"
"010012","2021-12-16","612030","027018","200","3","187.36"
"010012","2021-12-26","612026","027018","200","120","5996.4"
"010012","2021-12-29","115016","027018","200","264","14678.4"
"010012","2021-12-29","619433","027018","200","2","142.06"
"010012","2022-01-06","619433","027018","200","1","71.03"
"010012","2022-01-07","612030","027018","200","2","142.06"
"010012","2022-01-09","612030","027018","200","12","897.2"
"010012","2022-01-11","115016","027018","200","120","6925.2"
"010012","2022-01-11","612030","027018","200","2","138.21"
"010012","2022-01-12","115016","027018","200","120","6925.2"
"010012","2022-01-12","612030","027018","200","12","897.2"
"010012","2022-01-14","612030","027018","200","12","825.23"
"010012","2022-01-14","619433","027018","200","5","357.48"
"010012","2022-01-16","619433","027018","200","1","69.16"
"010012","2022-01-17","115016","027018","200","120","6925.2"
"010012","2022-01-17","612026","027018","200","360","20426.4"
"010012","2022-01-18","619433","027018","200","12","630.84"
"010012","2022-01-19","612030","027018","200","12","670.76"
"010012","2022-01-26","619433","027018","200","6","342.99"
"010012","2022-01-29","115016","027018","200","600","34626"
"010012","2022-02-01","619433","027018","200","12","897.2"
"010012","2022-02-02","612030","027018","200","1","57.25"
"010012","2022-02-02","619433","027018","200","38","2148"
"010012","2022-02-07","612026","027018","200","360","20426.4"
"010012","2022-02-07","612030","027018","200","1","67.67"
"010012","2022-02-08","612030","027018","200","12","762.62"
"010012","2022-02-11","612030","027018","200","12","742.71"
"010012","2022-02-14","612030","027018","200","15","954.11"
"010012","2022-02-14","619433","027018","200","14","762.62"
"010012","2022-02-17","619433","027018","200","8","446.47"
"010012","2022-02-18","601001","027018","200","48","2400"
"010012","2022-02-20","612030","027018","200","1","64.74"
"010012","2022-02-20","619433","027018","200","2","158.88"
"010012","2022-02-28","612030","027018","200","6","403.08000000000004"
"010012","2022-03-04","619433","027018","200","6","403.74"
"010012","2022-03-10","612030","027018","200","1","55.16"
"010012","2022-03-10","619433","027018","200","1","63.89"
"010012","2022-03-14","619433","027018","200","1","60.28"
"010012","2022-03-19","603165","027018","200","24","1336.32"
"010012","2022-03-19","619433","027018","200","1","63.64"
"010012","2022-03-27","612030","027018","200","1","52.34"
"010012","2022-03-28","612030","027018","200","2","97.41"
"010012","2022-03-29","115016","027018","200","168","9695.28"
"010012","2022-03-30","603165","027018","200","24","1336.32"
"010012","2022-03-31","619433","027018","200","1","79.44"
"010012","2022-04-04","612030","027018","200","12","807.48"
"010012","2022-04-06","612030","027018","200","13","700.7099999999999"
"010012","2022-04-07","115016","027018","200","168","9695.28"
"010012","2022-04-07","612030","027018","200","12","829.03"
"010012","2022-04-09","612030","027018","200","5","315.17"
"010012","2022-04-18","619433","027018","200","1","40.97"
"010012","2022-04-19","612030","027018","200","2","119.98"
"010012","2022-04-19","619433","027018","200","18","1085.84"
"010012","2022-04-22","619433","027018","200","4","269.16"
"010012","2022-04-26","115016","027018","200","216","12465.36"
"010012","2022-05-04","612026","027018","200","96","5447.04"
"010012","2022-05-05","612030","027018","200","12","796.78"
"010012","2022-05-13","115016","027018","200","96","5540.16"
"010012","2022-05-15","619433","027018","200","2","145.79"
"010012","2022-05-16","612030","027018","200","1","72.9"
"010012","2022-05-24","612026","027018","200","48","2723.52"
"010012","2022-05-26","612030","027018","200","12","690.1"
"010012","2022-05-30","115016","027018","200","192","11080.32"
"010012","2022-05-30","619433","027018","200","12","749.78"
"010012","2022-06-06","612026","027018","200","48","2723.52"
"010012","2022-06-07","115016","027018","200","216","12465.36"
"010012","2022-06-07","612030","027018","200","12","677.62"
"010012","2022-06-09","612030","027018","200","18","950.4300000000001"
"010012","2022-06-10","619433","027018","200","3","249.53"
"010012","2022-06-14","115016","027018","200","168","9695.28"
"010012","2022-06-14","612030","027018","200","1","79.44"
"010012","2022-06-16","612030","027018","200","1","67.47"
"010012","2022-06-20","619433","027018","200","2","149.43"
"010012","2022-06-22","115016","027018","200","264","15235.44"
"010012","2022-06-27","612030","027018","200","12","776.36"
"010012","2022-07-04","612026","027018","200","120","6808.8"
"010012","2022-07-22","612026","027018","200","120","6808.8"
"010012","2022-08-01","115016","027018","200","168","9695.28"
"010012","2022-08-11","115016","027018","200","144","8310.24"
"010012","2022-08-15","115016","027018","200","96","5540.16"
"010012","2022-08-20","115016","027018","200","144","8310.24"
"010012","2022-08-23","612026","027018","200","240","13617.6"
"010012","2022-08-26","115016","027018","200","96","5540.16"
"010012","2022-09-02","115016","027018","200","144","8310.24"
"010012","2022-09-05","603165","027018","200","24","1296.24"
"010012","2022-09-09","115016","027018","200","192","11080.32"
"010012","2022-09-09","612026","027018","200","360","20426.4"
"010012","2022-09-10","115016","027018","200","144","8310.24"
"010012","2022-09-24","115016","027018","200","96","5540.16"
"010012","2022-09-30","115016","027018","200","120","6925.2"
"010012","2022-10-11","115016","027018","200","120","6925.2"
"010012","2022-10-15","612026","027018","200","120","6808.8"
"010012","2022-10-27","115016","027018","200","168","9695.28"
"010012","2022-10-28","115016","027018","200","312","18005.52"
