100,101064,0100,010011,12.00000,20150105,50,28529.64
100,211071,0100,010011,12.00000,20150105,16,9507.8
100,211110,0100,010011,12.00000,20150105,60,34933.8
100,216352,0100,010011,12.00000,20150105,40,23529.6
100,220274,0100,010011,12.00000,20150105,4,2400.96
100,101081,0100,010011,12.00000,20150106,10,6002.4
100,102068,0100,010011,12.00000,20150106,200,110580
100,102119,0100,010011,12.00000,20150106,4,2609.76
100,119444,0100,010011,12.00000,20150106,40,21896.83
100,119460,0100,010011,12.00000,20150106,20,11404.6
100,120099,0100,010011,12.00000,20150106,80,45618.4
100,203137,0100,010011,12.00000,20150106,42,24458.92
100,209016,0100,010011,12.00000,20150106,10,5822.33
100,211082,0100,010011,12.00000,20150106,46,25443.52
100,218045,0100,010011,12.00000,20150106,40,22940
100,102068,0100,010011,12.00000,20150107,400,221160
100,113006,0100,010011,12.00000,20150107,40,23289.31
100,114031,0100,010011,12.00000,20150107,200,107305.28
100,119442,0100,010011,12.00000,20150107,100,53652.64
100,120073,0100,010011,12.00000,20150107,70,39916.1
100,125004,0100,010011,12.00000,20150107,92,35024.68
100,125011,0100,010011,12.00000,20150107,102,51506.88
100,202063,0100,010011,12.00000,20150107,50,30012
200,202073,0100,010011,12.00000,20150107,1,667.2
100,202126,0100,010011,12.00000,20150107,30,17466.9
200,202177,0100,010011,12.00000,20150107,1,667.2
100,212031,0100,010011,12.00000,20150107,130,74129.9
100,218002,0100,010011,12.00000,20150107,120,65738.06
200,618072,0100,010011,12.00000,20150107,1,667.2
200,618077,0100,010011,12.00000,20150107,1,667.2
200,691001,0100,010011,12.00000,20150107,0.1667,134.5794
100,101064,0100,010011,12.00000,20150108,-0.0833,-47.46
100,103132,0100,010011,12.00000,20150108,50,27656.15
100,105022,0100,010011,12.00000,20150108,104,55798.75
100,106013,0100,010011,12.00000,20150108,2,1239.64
100,114031,0100,010011,12.00000,20150108,-0.6667,-357.66
100,114078,0100,010011,12.00000,20150108,160,91236.8
100,119057,0100,010011,12.00000,20150108,20,10417.8
100,119216,0100,010011,12.00000,20150108,70,39870.88
100,218076,0100,010011,12.00000,20150108,10,6012.25
100,219163,0100,010011,12.00000,20150108,60,34410
100,222022,0100,010011,12.00000,20150108,500,268263.2
200,602203,0100,010011,12.00000,20150108,1,667.2
200,602313,0100,010011,12.00000,20150108,1,667.2
200,619295,0100,010011,12.00000,20150108,1,714.84
100,116101,0100,010011,12.00000,20150109,108,60994.41
100,219031,0100,010011,12.00000,20150109,40,24009.6
100,219221,0100,010011,12.00000,20150109,-150,-80478.96
100,219651,0100,010011,12.00000,20150109,10,6198.2
100,220400,0100,010011,12.00000,20150109,-30,-18007.2
300,221051,0100,010011,12.00000,20150109,20,11884.75
100,225030,0100,010011,12.00000,20150109,30,18007.2
200,615052,0100,010011,12.00000,20150109,12,6000
100,119352,0100,010011,12.00000,20150110,2,1202.45
100,176044,0100,010011,12.00000,20150110,10,6002.4
100,201224,0100,010011,12.00000,20150110,4,2400.96
100,211082,0100,010011,12.00000,20150110,4,2212.48
100,216298,0100,010011,12.00000,20150110,20,11764.8
100,220374,0100,010011,12.00000,20150110,8,4801.92
100,101049,0100,010011,12.00000,20150112,40,22783.36
100,102122,0100,010011,12.00000,20150112,10,5822.33
100,114031,0100,010011,12.00000,20150112,200,107305.28
100,120099,0100,010011,12.00000,20150112,120,68427.6
100,202065,0100,010011,12.00000,20150112,8,4958.56
100,203033,0100,010011,12.00000,20150112,10,6002.4
100,208045,0100,010011,12.00000,20150112,10,6002.4
100,211170,0100,010011,12.00000,20150112,40,23769.6
100,211237,0100,010011,12.00000,20150112,4,2305.65
100,216270,0100,010011,12.00000,20150112,10,6002.4
100,216341,0100,010011,12.00000,20150112,20,11744
100,219109,0100,010011,12.00000,20150112,60,34235.12
100,220348,0100,010011,12.00000,20150112,6,3601.44
100,222088,0100,010011,12.00000,20150112,6,3601.44
200,619295,0100,010011,12.00000,20150112,1,714.84
100,103046,0100,010011,12.00000,20150113,2,1239.64
100,112028,0100,010011,12.00000,20150113,14,8403.36
100,203203,0100,010011,12.00000,20150113,20,12004.8
100,203222,0100,010011,12.00000,20150113,6,3601.44
100,209013,0100,010011,12.00000,20150113,20,12004.8
100,212018,0100,010011,12.00000,20150113,40,21912.69
100,212022,0100,010011,12.00000,20150113,20,12004.8
100,214050,0100,010011,12.00000,20150113,32,18247.04
100,216149,0100,010011,12.00000,20150113,80,45880
100,216208,0100,010011,12.00000,20150113,8,4801.92
100,216240,0100,010011,12.00000,20150113,60,34933.8
100,216382,0100,010011,12.00000,20150113,6,3601.44
100,219287,0100,010011,12.00000,20150113,50,29412
100,219364,0100,010011,12.00000,20150113,72,39824.64
100,219583,0100,010011,12.00000,20150113,20,11644.66
100,220299,0100,010011,12.00000,20150113,20,11884.8
200,602263,0100,010011,12.00000,20150113,-0.0833,-55.6
200,619295,0100,010011,12.00000,20150113,4,2859.36
100,102136,0100,010011,12.00000,20150114,4,2479.28
100,116059,0100,010011,12.00000,20150114,2,1164.47
100,119023,0100,010011,12.00000,20150114,200,110624.62
100,203225,0100,010011,12.00000,20150114,10,6002.4
100,204077,0100,010011,12.00000,20150114,4,2376.96
200,211232,0100,010011,12.00000,20150114,1,667.2
100,214169,0100,010011,12.00000,20150114,4,2400.96
100,219287,0100,010011,12.00000,20150114,10,5882.4
100,222020,0100,010011,12.00000,20150114,4,2400.96
200,602099,0100,010011,12.00000,20150114,1,714.84
200,602205,0100,010011,12.00000,20150114,1,667.2
200,612026,0100,010011,12.00000,20150114,100,55200
200,619295,0100,010011,12.00000,20150114,1,714.84
100,114031,0100,010011,12.00000,20150115,250,138280.77
300,119366,0100,010011,12.00000,20150115,2,1152.46
100,125004,0100,010011,12.00000,20150115,2,0
100,125011,0100,010011,12.00000,20150115,102,51506.88
100,203091,0100,010011,12.00000,20150115,20,10730.53
100,210035,0100,010011,12.00000,20150115,2,1200.48
100,211156,0100,010011,12.00000,20150115,4,2328.93
100,211178,0100,010011,12.00000,20150115,12,7202.88
100,213160,0100,010011,12.00000,20150115,2,1200.48
100,219323,0100,010011,12.00000,20150115,6,3493.4
100,225015,0100,010011,12.00000,20150115,10,6002.4
200,602262,0100,010011,12.00000,20150115,1,667.2
200,612026,0100,010011,12.00000,20150115,60,33120
200,619295,0100,010011,12.00000,20150115,1,714.84
100,103133,0100,010011,12.00000,20150116,80,44249.85
100,103147,0100,010011,12.00000,20150116,214,118368.34
100,115030,0100,010011,12.00000,20150116,140,77437.23
300,119226,0100,010011,12.00000,20150116,6,3493.4
100,121038,0100,010011,12.00000,20150116,40,21896.83
100,125011,0100,010011,12.00000,20150116,102,54742.08
100,202165,0100,010011,12.00000,20150116,4,2400.96
100,211214,0100,010011,12.00000,20150116,2,1200.48
100,213025,0100,010011,12.00000,20150116,6,3601.44
100,279011,0100,010011,12.00000,20150116,10,6198.2
200,618079,0100,010011,12.00000,20150116,1,667.2
100,112028,0100,010011,12.00000,20150117,10,6002.4
200,115016,0100,010011,12.00000,20150117,200,133440
100,120009,0100,010011,12.00000,20150117,20,11884.8
100,125004,0100,010011,12.00000,20150117,2,0
100,201091,0100,010011,12.00000,20150117,20,11884.8
100,203060,0100,010011,12.00000,20150117,30,17827.2
100,203266,0100,010011,12.00000,20150117,2,1200.48
100,208006,0100,010011,12.00000,20150117,20,11764.8
100,215024,0100,010011,12.00000,20150117,10,6002.4
100,216073,0100,010011,12.00000,20150117,20,11295.26
100,219250,0100,010011,12.00000,20150117,50,29111.5
100,223086,0100,010011,12.00000,20150117,4,2400.96
100,106001,0100,010011,12.00000,20150119,10,6002.4
100,119415,0100,010011,12.00000,20150119,40,21896.83
100,120172,0100,010011,12.00000,20150119,6,3601.44
100,202151,0100,010011,12.00000,20150119,20,12004.8
100,216338,0100,010011,12.00000,20150119,10,5942.4
100,219658,0100,010011,12.00000,20150119,4,2400.96
100,220405,0100,010011,12.00000,20150119,10,6002.4
200,612026,0100,010011,12.00000,20150119,60,33120
100,125004,0100,010011,12.00000,20150120,-2,0
100,201106,0100,010011,12.00000,20150120,40,23289.2
100,202165,0100,010011,12.00000,20150120,6,3601.44
100,204057,0100,010011,12.00000,20150120,40,22940
100,216050,0100,010011,12.00000,20150120,36,21176.64
200,618083,0100,010011,12.00000,20150120,-0.25,-166.8
200,619295,0100,010011,12.00000,20150120,14,10007.76
000,861135,0100,010011,12.00000,20150120,2,1304.88
100,103062,0100,010011,12.00000,20150121,0,0
100,115002,0100,010011,12.00000,20150121,300,171069
100,204005,0100,010011,12.00000,20150121,200,110624.62
100,207023,0100,010011,12.00000,20150121,6,3601.44
100,213034,0100,010011,12.00000,20150121,10,5822.3
100,214170,0100,010011,12.00000,20150121,12,7202.88
100,219106,0100,010011,12.00000,20150121,16,9507.84
100,219527,0100,010011,12.00000,20150121,2,1200.48
100,220087,0100,010011,12.00000,20150121,12,7202.88
100,220418,0100,010011,12.00000,20150121,10,6002.4
300,221051,0100,010011,12.00000,20150121,10,5942.38
100,221062,0100,010011,12.00000,20150121,4,2400.96
200,612026,0100,010011,12.00000,20150121,120,66240
200,619295,0100,010011,12.00000,20150121,2,1429.68
100,102008,0100,010011,12.00000,20150122,150,82968
100,116114,0100,010011,12.00000,20150122,6,3523.2
100,119009,0100,010011,12.00000,20150122,50,28511.5
100,120206,0100,010011,12.00000,20150122,40,22809.2
200,202159,0100,010011,12.00000,20150122,1,667.2
100,211238,0100,010011,12.00000,20150122,72,40662.72
100,216109,0100,010011,12.00000,20150122,10,6002.4
100,216239,0100,010011,12.00000,20150122,10,6002.4
100,216271,0100,010011,12.00000,20150122,12,7202.88
100,216272,0100,010011,12.00000,20150122,30,17466.9
100,219062,0100,010011,12.00000,20150122,20,11764.8
100,219084,0100,010011,12.00000,20150122,10,5822.3
100,220115,0100,010011,12.00000,20150122,30,17827.2
200,602258,0100,010011,12.00000,20150122,1,667.2
200,618083,0100,010011,12.00000,20150122,1,667.2
200,619295,0100,010011,12.00000,20150122,2,1429.68
100,121032,0100,010011,12.00000,20150123,20,11764.8
100,122022,0100,010011,12.00000,20150123,12,6777.16
100,125011,0100,010011,12.00000,20150123,144,76638.91
100,201017,0100,010011,12.00000,20150123,60,34933.8
100,202051,0100,010011,12.00000,20150123,10,5942.4
100,202118,0100,010011,12.00000,20150123,10,6002.4
100,202165,0100,010011,12.00000,20150123,4,2400.96
100,203103,0100,010011,12.00000,20150123,10,5822.3
100,204045,0100,010011,12.00000,20150123,4,2400.96
100,211179,0100,010011,12.00000,20150123,22,13205.28
100,213054,0100,010011,12.00000,20150123,30,16860.9
100,214031,0100,010011,12.00000,20150123,50,29412
100,214065,0100,010011,12.00000,20150123,300,165936
100,214082,0100,010011,12.00000,20150123,32,18247.36
100,219656,0100,010011,12.00000,20150123,4,2400.96
200,602241,0100,010011,12.00000,20150123,1,667.2
200,615026,0100,010011,12.00000,20150123,40,20000
200,615052,0100,010011,12.00000,20150123,12,6000
200,615062,0100,010011,12.00000,20150123,32,16000
200,619295,0100,010011,12.00000,20150123,1,714.84
100,101064,0100,010011,12.00000,20150124,60,34175.04
100,102078,0100,010011,12.00000,20150124,40,22124.92
100,103003,0100,010011,12.00000,20150124,70,40756.1
200,115016,0100,010011,12.00000,20150124,200,133440
100,119312,0100,010011,12.00000,20150124,4,2400.96
100,202126,0100,010011,12.00000,20150124,16,9176
100,207014,0100,010011,12.00000,20150124,6,3493.38
100,210011,0100,010011,12.00000,20150124,20,11644.66
100,218023,0100,010011,12.00000,20150124,20,12004.8
100,219201,0100,010011,12.00000,20150124,10,6002.4
100,219603,0100,010011,12.00000,20150124,2,1200.48
300,221051,0100,010011,12.00000,20150124,8,4753.9
100,221054,0100,010011,12.00000,20150124,4,2400.96
100,225005,0100,010011,12.00000,20150124,20,12004.8
200,602262,0100,010011,12.00000,20150124,1,667.2
200,615027,0100,010011,12.00000,20150124,12,6000
