,"Quarter","Region","State","Trips","Purpose"
1129,"2018-10-05","153762","691001","17431","793726.4122000004"
1130,"2018-10-06","153779","603165","13370","796935.2199999994"
1131,"2018-10-08","101916","619433","14004","829125.6247000003"
1132,"2018-10-09","150099","691001","21481","1387983.6304999986"
1133,"2018-10-10","018511","691001","21827","1351753.6037"
1134,"2018-10-11","018511","619433","32713","1686783.6425999992"
1135,"2018-10-12","076467","111079","50925","2458539.060000001"
1136,"2018-10-14","062026","615081","52","13153.92"
1137,"2018-10-15","150099","211202","7091","-72021.12999999989"
1138,"2018-10-16","110642","119408","27046","877180.49"
1139,"2018-10-17","076467","691001","17070","705279.2728"
1140,"2018-10-18","167851","691001","20675","1626452.5600000008"
1141,"2018-10-19","167929","691001","25172","1428970.3749000027"
1142,"2018-10-20","094874","615083","20869","1129548.2600000026"
1143,"2018-10-22","153779","691001","23563","1130607.7090999996"
1144,"2018-10-23","110642","220418","9995","591407.6800000003"
1145,"2018-10-24","221911","691001","3249","416947.01359999995"
1146,"2018-10-25","173975","619217","11217","571707.3000000004"
1147,"2018-10-26","122164","691001","24376","1283059.8206000025"
1148,"2018-10-27","122645","615098","30739","1559364.8300000005"
1149,"2018-10-29","139957","691001","13324","665575.3443000001"
1150,"2018-10-30","150075","211202","50472","2632863.670000003"
1151,"2018-10-31","139957","691001","13109","714971.5286000002"
1152,"2018-11-01","076467","691001","38974","2020443.0169999998"
1153,"2018-11-02","077945","691001","20025","1059222.819699999"
1154,"2018-11-03","042288","702009","25625","1630823.7599999988"
1155,"2018-11-05","013622","120194","15740","798226.3400000001"
1156,"2018-11-06","167929","691001","11490","695530.7291999995"
1157,"2018-11-07","042233","691001","41816","2082873.9923999966"
1158,"2018-11-08","122164","691001","52441","2702206.588000001"
1159,"2018-11-09","077921","691001","32025","1682931.9083999996"
1160,"2018-11-10","076467","123046","42513","2149515.939999999"
1161,"2018-11-12","110642","123010","37843","2073648.2200000002"
1162,"2018-11-13","011734","115016","18350","983919.2300000001"
