,"Quarter","Region","State","Trips","Purpose"
146,"2015-06-17","153786","691001","4853","2523490.4694000003"
147,"2015-06-18","110659","374010","6690","3376928.8300000005"
148,"2015-06-19","111397","691001","5013","2476956.504899998"
149,"2015-06-20","013622","101082","2981","1548585.7499999993"
150,"2015-06-22","196394","719017","3376","1707935.0399999996"
151,"2015-06-23","018535","691001","16465","3263864.063799998"
152,"2015-06-24","081195","702009","5152","2159589.319999997"
153,"2015-06-25","110642","119023","5408","2408856.519999997"
154,"2015-06-26","086510","691001","3599","1819334.7758"
155,"2015-06-27","234836","602251","3182","1443406.5800000003"
156,"2015-06-29","086510","691001","4640","2370295.272399999"
157,"2015-06-30","018511","691001","4947","2679250.858299999"
158,"2015-07-01","013622","691001","2198","1118331.6317999996"
159,"2015-07-02","150105","691001","2235","358187.68939999974"
160,"2015-07-03","122072","691001","3894","2311223.9584999993"
161,"2015-07-04","118341","612026","4173","1981305.9799999995"
162,"2015-07-06","150143","691001","3741","1931380.211499999"
163,"2015-07-07","110659","691001","4279","2118370.0261"
164,"2015-07-08","122065","691001","2644","1256666.3806999996"
165,"2015-07-09","013622","691001","3391","1829125.4288999992"
166,"2015-07-10","234904","618079","2115","1099962.9699999997"
167,"2015-07-11","139957","115002","1890","822908.5699999995"
168,"2015-07-13","149437","691001","2315","1026685.2958"
169,"2015-07-14","086510","691001","3408","1571136.3834999981"
170,"2015-07-15","101916","691001","2386","1044720.9820999994"
171,"2015-07-16","139957","691001","2353","930443.1941000014"
172,"2015-07-17","221881","691001","1846","911101.7087000002"
173,"2015-07-18","234850","602251","1317","470011.04999999993"
174,"2015-07-20","139957","691001","3268","1375293.6285999992"
175,"2015-07-21","139803","120009","2543","1127518.6700000004"
176,"2015-07-22","042288","691001","889","330432.816"
177,"2015-07-23","011734","216122","5073","2318381.4099999974"
178,"2015-07-24","042295","691001","4434","2029104.0725999998"
179,"2015-07-25","234836","202079","2240","953298.7200000003"
180,"2015-07-27","167905","691001","2396","890021.2797000005"
181,"2015-07-28","110666","691001","3759","1701736.524799999"
182,"2015-07-29","122157","612026","4743","1977753.8599999999"
183,"2015-07-30","018535","115002","4302","2060540.249999999"
184,"2015-07-31","153762","691001","3071","1603977.148099998"
185,"2015-08-03","042295","714005","2572","1256952.0299999989"
186,"2015-08-04","150099","691001","26804","2706953.2514000004"
187,"2015-08-05","235284","618088","2435","1129836.47"
188,"2015-08-06","122072","115016","4755","2339994.799999999"
189,"2015-08-07","204815","691001","3949","1985243.1356999986"
190,"2015-08-08","221911","212038","1468","699513.25"
191,"2015-08-10","153779","720006","7387","1884511.3699999994"
192,"2015-08-11","150143","691001","2217","1125774.7110000004"
193,"2015-08-13","150099","691001","2468","1257303.0041000005"
194,"2015-08-14","167899","691001","3353","1849406.607299996"
195,"2015-08-15","077945","605045","3619","1511018.879999999"
196,"2015-08-17","167912","691001","5327","2713231.9893999966"
197,"2015-08-18","107048","615053","2050","997773.5900000001"
198,"2015-08-19","204815","691001","2559","1161007.4393999986"
199,"2015-08-20","026998","691001","2031","896505.8613999983"
200,"2015-08-21","167912","691001","1672","773271.9054000003"
201,"2015-08-22","153786","214153","2382","1150310.0299999996"
202,"2015-08-23","234829","618076","204","54528.78"
203,"2015-08-24","018535","691001","2958","1292143.7996999982"
204,"2015-08-25","110659","691001","4025","1821524.7709999974"
205,"2015-08-26","011734","114031","3961","1957631.769999996"
206,"2015-08-27","011734","691001","4977","2575850.609799995"
207,"2015-08-28","013622","691001","2894","1405317.5808999974"
208,"2015-08-29","061821","615027","4901","1673383.8699999994"
209,"2015-08-30","234829","619295","1044","535516.49"
210,"2015-08-31","027018","691001","2456","1241742.3393999976"
211,"2015-09-01","150075","691001","1637","837829.2470000001"
212,"2015-09-02","194383","691001","1181","632821.4128999996"
213,"2015-09-03","150075","691001","1808","867765.8289"
214,"2015-09-04","139957","102075","762","484940.3199999995"
215,"2015-09-05","093501","615032","2225","1061621.2499999993"
216,"2015-09-07","167929","691001","1430","786080.3990999997"
217,"2015-09-08","013622","103133","5860","3131933.500000003"
218,"2015-09-09","110673","691001","5103","2398489.085999994"
219,"2015-09-10","204822","691001","4047","1873766.4706999983"
220,"2015-09-11","086510","691001","5275","2239559.064599995"
221,"2015-09-12","122157","115016","4148","1347485.9199999988"
222,"2015-09-14","013622","119312","2340","1138182.6400000001"
223,"2015-09-15","221881","691001","4479","1287389.881599998"
224,"2015-09-16","167905","691001","1675","705699.6725000001"
225,"2015-09-17","076467","691001","3464","912864.4509999999"
226,"2015-09-18","042295","691001","4022","2153271.3576999963"
227,"2015-09-19","018535","281079","3711","1754323.509999998"
228,"2015-09-21","153762","691001","2176","1090048.6709999985"
229,"2015-09-22","234829","618086","7798","4047923.779999995"
230,"2015-09-23","167929","691001","5889","590250.6279999999"
231,"2015-09-24","011734","121003","-11","1682862.0599999991"
232,"2015-09-25","151386","691001","8132","2032995.3659999978"
233,"2015-09-26","235017","202107","2147","900389.7499999991"
234,"2015-09-28","150112","691001","5309","2526405.4378999984"
235,"2015-09-29","013622","108021","2117","989760.0800000003"
236,"2015-09-30","042271","691001","5484","2780565.349199996"
237,"2015-10-01","167912","691001","6410","3399911.8184999954"
238,"2015-10-02","194390","691001","4141","2086892.307699998"
239,"2015-10-05","042288","691001","3808","1846809.5551999954"
240,"2015-10-06","018511","102008","2393","1290289.86"
241,"2015-10-07","150082","691001","1377","722436.6888000007"
242,"2015-10-08","150129","691001","4345","2171393.2574999975"
243,"2015-10-09","150075","691001","2199","1237668.6713"
244,"2015-10-10","042240","101010","2999","1586163.0599999968"
245,"2015-10-12","122164","691001","1936","1004384.9582999999"
246,"2015-10-13","150082","691001","3737","1716828.4711999996"
247,"2015-10-14","061821","615034","6388","2649695.889999999"
248,"2015-10-15","153779","691001","6168","2803959.4397"
249,"2015-10-16","013622","213029","3770","1687580.3000000003"
250,"2015-10-17","122676","619217","7125","3659538.030000002"
251,"2015-10-19","235086","602256","4395","2268280.879999998"
252,"2015-10-20","018535","702009","3813","1689651.4099999985"
253,"2015-10-21","223908","691001","2458","1265860.9419999993"
254,"2015-10-22","235116","602204","4200","2009483.0099999986"
255,"2015-10-26","026998","691001","1680","746420.2041999991"
256,"2015-10-27","162467","691001","4062","2041581.6278999997"
257,"2015-10-28","042288","120009","5292","1405555.3299999991"
258,"2015-10-29","150099","691001","2195","899562.9939999994"
259,"2015-10-30","110666","691001","1623","736930.5088999995"
260,"2015-10-31","061807","619217","1191","554634.4100000001"
261,"2015-11-02","223922","691001","2294","1188178.8709000004"
262,"2015-11-03","151386","691001","358","851457.5141999996"
263,"2015-11-04","150112","711005","5202","1761051.8599999987"
264,"2015-11-05","223892","691001","2284","1228974.3414999999"
265,"2015-11-06","026998","691001","2553","1471084.1652000002"
266,"2015-11-07","011734","222001","3510","2209924.340000022"
267,"2015-11-09","223892","691001","2710","1270947.4707000093"
268,"2015-11-10","122164","691001","4002","2011982.2998999998"
269,"2015-11-11","110673","691001","4864","2156585.5049"
270,"2015-11-12","111403","691001","1444","693211.1944000006"
271,"2015-11-13","149802","691001","1609","881380.6026999997"
272,"2015-11-14","011734","201004","1120","576720.8799999998"
273,"2015-11-16","013622","691001","1367","702537.5696000002"
274,"2015-11-17","150075","691001","780","1151088.5661"
275,"2015-11-18","150112","711005","5006","1557111.3499999985"
276,"2015-11-19","172756","619217","3810","1985392.5599999991"
277,"2015-11-20","061821","619217","5075","2424698.5299999975"
278,"2015-11-21","061845","115016","1759","731361.5700000003"
279,"2015-11-23","011734","119408","6019","3198471.5999999978"
280,"2015-11-24","139957","691001","2354","1051006.7542999992"
281,"2015-11-25","013622","218078","872","556175.6099999992"
282,"2015-11-26","111397","691001","5204","1942372.1755999979"
283,"2015-11-27","173999","619217","1998","1016044.4299999991"
284,"2015-11-28","123727","115016","893","318324.90000000014"
285,"2015-11-30","196370","711005","11970","822872.0400000002"
286,"2015-12-01","162481","691001","963","452967.26390000037"
287,"2015-12-02","122126","691001","2785","1276971.0307"
288,"2015-12-03","094560","615046","2380","1053844.070000001"
289,"2015-12-04","204815","711005","3322","1534317.2799999984"
290,"2015-12-07","061821","619217","550","287296.25000000006"
291,"2015-12-08","150143","720006","3315","1732169.5899999996"
292,"2015-12-09","139957","691001","2290","1107942.5868000004"
293,"2015-12-10","011734","102094","4821","2102076.9099999988"
294,"2015-12-11","018511","203144","5187","2545533.440000001"
295,"2015-12-12","061777","619217","3036","1238273.1199999992"
296,"2015-12-14","018535","612026","1745","703653.86"
297,"2015-12-15","122126","719017","2811","1251978.8499999992"
298,"2015-12-16","221904","691001","2672","1806208.2363999996"
299,"2015-12-17","139957","691001","5958","2045388.8043"
300,"2015-12-18","221898","691001","4417","2402792.158400003"
301,"2015-12-19","150129","211257","5738","2956647.5800000015"
302,"2015-12-21","221881","613066","2260","1166723.3199999991"
303,"2015-12-22","221881","615080","1443","757813.9700000002"
304,"2015-12-23","122126","691001","5969","3309266.8406"
305,"2015-12-24","122140","691001","3705","1972346.5959999985"
306,"2015-12-25","153779","691001","3813","2108751.108000002"
307,"2015-12-26","153779","213159","2086","1022605.4399999994"
308,"2015-12-28","149840","691001","4147","2111462.759599998"
309,"2015-12-29","026998","691001","2642","1332183.7723999997"
310,"2015-12-30","011734","216272","7716","3852583.4000000004"
311,"2016-01-04","111410","691001","1057","609298.3289999996"
312,"2016-01-05","122164","691001","1397","611638.0980000002"
313,"2016-01-06","221898","691001","373","157483.6063999999"
314,"2016-01-07","094560","115016","2192","1023561.4699999997"
315,"2016-01-08","150471","691001","1999","1079426.297399999"
316,"2016-01-09","173975","619217","2718","1055230.3099999998"
317,"2016-01-11","027018","691001","1649","871039.1563999987"
318,"2016-01-12","111397","691001","1416","735767.6203999993"
319,"2016-01-13","122126","691001","2970","1363391.9386999984"
320,"2016-01-14","122164","691001","5248","2431085.019199999"
321,"2016-01-15","150464","691001","2470","1050075.1215999988"
322,"2016-01-18","027001","691001","5684","2385811.5980000016"
323,"2016-01-19","061838","615019","2430","901105.7399999986"
324,"2016-01-20","167899","691001","5560","2916541.5833000066"
325,"2016-01-21","122065","691001","2831","1564253.5619999988"
326,"2016-01-22","077921","691001","2701","1360971.5138"
327,"2016-01-23","122164","203033","1173","627092.9199999999"
328,"2016-01-25","150099","691001","1931","1025558.3439999992"
329,"2016-01-26","221881","691001","2835","1287821.9499999993"
330,"2016-01-27","153779","691001","3185","1427925.9115000006"
331,"2016-01-28","150075","691001","2863","1279525.7729999989"
332,"2016-01-29","018535","701035","6556","3172895.4800000032"
333,"2016-01-30","150075","213068","3395","1816333.1700000004"
334,"2016-02-01","150143","691001","5808","2804628.666599998"
335,"2016-02-02","139957","691001","6599","3360637.8194999998"
336,"2016-02-03","077921","691001","3909","1647517.2394000003"
337,"2016-02-04","076467","115016","3551","1639452.2100000002"
338,"2016-02-05","153779","691001","3643","1801794.3980000005"
339,"2016-02-09","151386","691001","0","385.0468"
340,"2016-02-10","122072","691001","464","227427.67340000003"
341,"2016-02-11","111410","691001","3824","1802153.2281"
342,"2016-02-12","150075","691001","5243","2776698.4061"
343,"2016-02-13","013622","219632","3332","1690187.7200000014"
344,"2016-02-15","110642","691001","1519","646735.1306999995"
345,"2016-02-16","122072","691001","1962","804723.1276999995"
346,"2016-02-17","013622","691001","4394","2120897.8921000017"
347,"2016-02-18","204815","691001","4190","1815202.7039999987"
348,"2016-02-19","162450","691001","2857","1219567.0934000015"
349,"2016-02-20","122072","202030","2384","1346605.0399999989"
350,"2016-02-23","122126","702009","3686","2204170.250000012"
351,"2016-02-24","027018","691001","2727","1254324.7679999978"
352,"2016-02-25","101916","691001","4884","2612962.858199998"
353,"2016-02-26","124434","619217","2708","1064655.5200000003"
354,"2016-02-27","013622","120099","4734","2473679.1600000015"
355,"2016-02-29","223922","691001","5958","2982797.743100001"
356,"2016-03-01","150488","691001","3362","1662139.854999999"
357,"2016-03-02","027001","691001","2773","1163434.748000001"
358,"2016-03-03","016913","691001","3891","2191432.5339999995"
359,"2016-03-04","101916","691001","4873","2659914.4561"
360,"2016-03-05","016913","102068","6938","3462105.579999998"
361,"2016-03-07","027001","691001","3136","1534315.3228000004"
362,"2016-03-08","042295","691001","3486","1775165.528299999"
363,"2016-03-09","101916","691001","9971","1917670.1467000002"
364,"2016-03-10","111397","691001","2349","1277153.4620999992"
365,"2016-03-11","042271","101032","2273","1245817.96"
366,"2016-03-12","013622","212057","710","400474.3500000001"
367,"2016-03-14","122126","701022","2209","1082690.060000001"
368,"2016-03-15","153779","720006","2552","1139751.0400000007"
369,"2016-03-16","223915","691001","2180","1049537.0764"
370,"2016-03-17","086510","691001","16329","1993594.8441000008"
371,"2016-03-18","004477","691001","6981","3852696.9175999966"
372,"2016-03-19","076467","102075","1437","608318.1800000002"
373,"2016-03-21","004460","691001","2184","1063095.7156"
374,"2016-03-22","110673","691001","4041","1898990.3941000008"
375,"2016-03-23","018535","691001","5162","2524568.4537999993"
376,"2016-03-24","042233","691001","1666","886042.8024000012"
377,"2016-03-25","122065","691001","2015","1066329.6801000007"
378,"2016-03-26","027018","202056","1517","795168.5599999994"
379,"2016-03-28","086510","111079","2226","1008224.1400000001"
380,"2016-03-29","061777","613076","2362","890917.6600000003"
381,"2016-03-30","110673","702009","3126","1292253.4100000001"
382,"2016-03-31","224073","125004","3415","1642313.4500000004"
383,"2016-04-01","122065","691001","2743","1167459.3929"
384,"2016-04-02","018535","115030","1293","457174.06000000006"
385,"2016-04-04","194390","691001","695","392350.7615"
386,"2016-04-05","013622","114031","1668","886942.4900000003"
387,"2016-04-06","110642","691001","3099","1622488.9770000007"
388,"2016-04-07","013622","115016","3270","1874393.0500000003"
389,"2016-04-08","027018","102075","2334","1289690.8899999985"
390,"2016-04-09","027018","120193","2051","919404.8799999994"
391,"2016-04-11","139957","691001","756","431705.40349999996"
392,"2016-04-12","042295","691001","502","265468.4161"
393,"2016-04-18","018511","103132","2304","1109344.9199999995"
394,"2016-04-19","221904","691001","1917","622772.5764000005"
395,"2016-04-20","077945","691001","1689","761366.8062000005"
396,"2016-04-21","196400","720006","8397","1668672.1799999997"
397,"2016-04-22","221881","691001","2592","1255860.4145999996"
398,"2016-04-23","118402","213003","1008","514124.32000000007"
399,"2016-04-25","139957","691001","1649","935064.3868999991"
400,"2016-04-26","221881","691001","2132","1224132.9135000005"
401,"2016-04-27","167929","691001","1795","789474.2892000001"
402,"2016-04-28","122072","691001","2121","1025907.6476999999"
403,"2016-04-29","150099","691001","17273","1552034.9072000002"
404,"2016-04-30","122645","615071","1495","757232.2699999997"
405,"2016-05-03","122072","120009","1689","747950.37"
406,"2016-05-04","101916","691001","1158","517944.0761000001"
407,"2016-05-06","122645","619217","1527","716219.0800000004"
408,"2016-05-07","101916","212003","3311","1636734.5900000012"
409,"2016-05-09","013622","691001","2810","1638859.1708000023"
410,"2016-05-10","221881","691001","2060","1006188.7144000002"
411,"2016-05-11","139957","691001","5588","2100593.394300001"
412,"2016-05-12","018535","691001","3484","1773912.5029"
413,"2016-05-13","076467","691001","6575","3510052.4360999987"
414,"2016-05-14","061852","613066","4118","2115875.9699999955"
415,"2016-05-16","122072","691001","2336","1212437.1379999993"
416,"2016-05-17","139957","691001","1936","1010363.3427000009"
417,"2016-05-18","150099","691001","2579","1095522.8506000012"
418,"2016-05-19","153779","691001","3674","2005857.0092000002"
419,"2016-05-20","013622","203146","206","86394.31999999999"
420,"2016-05-21","110659","210061","1646","813738.5399999999"
421,"2016-05-23","086510","691001","2667","1247182.1206999996"
422,"2016-05-24","122058","691001","11836","1963438.4360000012"
423,"2016-05-25","150099","691001","2423","1066987.2058000027"
424,"2016-05-26","223908","202178","3536","2036978.8999999985"
425,"2016-05-27","110659","691001","3280","1866559.512100001"
426,"2016-05-28","221881","615045","3465","1687703.5099999998"
427,"2016-05-30","150075","691001","2360","1169266.1292000008"
428,"2016-05-31","139957","691001","3706","1779250.8825000022"
429,"2016-06-01","018535","691001","5129","2448727.704999994"
430,"2016-06-02","139957","691001","3162","1481758.9847000001"
431,"2016-06-03","111397","691001","2276","979121.8052000001"
432,"2016-06-04","061821","615051","878","419083.68999999895"
433,"2016-06-06","042295","114031","625","316995.20999999973"
434,"2016-06-07","111397","691001","3378","1563069.8064999997"
435,"2016-06-08","223984","691001","2422","1433435.256399997"
436,"2016-06-09","224011","691001","2874","1221832.2530999975"
437,"2016-06-10","139957","691001","2370","1220549.5942999988"
438,"2016-06-11","122645","619217","4162","2324587.040000001"
439,"2016-06-13","234959","619295","2007","1121638.01"
440,"2016-06-14","076467","691001","3387","1706489.1421000012"
441,"2016-06-15","122133","691001","5222","2756741.5007"
442,"2016-06-16","027001","691001","3203","1728569.963200001"
443,"2016-06-17","013622","210011","4590","2532170.799999999"
444,"2016-06-18","110642","211151","2874","1620153.0000000005"
445,"2016-06-20","042288","691001","1519","771051.9439999997"
446,"2016-06-21","153786","691001","2933","1387488.4941999998"
447,"2016-06-22","221898","691001","3665","1802972.4363999995"
448,"2016-06-23","122072","691001","5689","2961590.9729000013"
449,"2016-06-24","122065","691001","3357","1803455.4545999994"
450,"2016-06-25","061784","615036","3341","1807254.7499999988"
451,"2016-06-27","151386","691001","5477","3042877.5799000002"
452,"2016-06-28","150488","691001","4817","2607409.207399998"
453,"2016-06-29","011734","691001","10228","2763569.8060999876"
454,"2016-06-30","150099","691001","18538","4249717.050399999"
455,"2016-07-01","122065","691001","3816","1816871.4592000023"
456,"2016-07-02","081195","619217","2465","1168923.0600000003"
457,"2016-07-04","194390","691001","604","242610.68769999995"
458,"2016-07-05","204815","691001","658","264835.4501"
459,"2016-07-06","122072","615019","647","276034.44999999984"
460,"2016-07-07","094867","615042","2148","751861.6800000003"
461,"2016-07-08","122072","691001","3206","1594041.964100001"
462,"2016-07-09","079987","619217","1925","896749.9699999992"
463,"2016-07-11","013622","691001","2018","878694.2999999991"
464,"2016-07-12","101916","691001","2458","1085993.3482000001"
465,"2016-07-13","101916","691001","2769","1292418.9531999985"
466,"2016-07-14","150075","691001","1451","827610.8659999996"
467,"2016-07-15","234836","619295","3001","1558289.1899999992"
468,"2016-07-16","076467","219595","1228","617565.6400000001"
469,"2016-07-18","011734","214029","1592","776013.4400000004"
470,"2016-07-20","150099","691001","1843","754976.3114"
471,"2016-07-21","018535","691001","2212","992528.9886"
472,"2016-07-22","167905","691001","895","384838.88730000023"
473,"2016-07-23","122645","619217","1944","986802.669999999"
474,"2016-07-25","013622","201112","1000","549007.07"
475,"2016-07-26","204839","691001","7154","2631265.5576999974"
476,"2016-07-27","196363","711005","1596","740041.9800000002"
477,"2016-07-28","101916","691001","877","440401.2208000002"
478,"2016-07-29","077945","702009","2834","1556966.8199999996"
479,"2016-07-30","110642","120178","2513","1049903.960000001"
480,"2016-08-01","221904","691001","984","582068.9730000006"
481,"2016-08-02","150129","691001","1198","469539.9723"
482,"2016-08-03","153762","691001","3429","1595559.658600001"
483,"2016-08-04","076467","691001","3154","1218686.5699000012"
484,"2016-08-05","150075","691001","3540","1542437.408000001"
485,"2016-08-06","061845","615065","1657","924198.3"
486,"2016-08-08","122676","619217","3189","1755100.379999999"
487,"2016-08-09","122126","691001","14169","2443768.170600005"
488,"2016-08-10","139957","691001","2783","1139281.8167000008"
489,"2016-08-11","153779","691001","9289","4916863.132400006"
490,"2016-08-15","011734","119216","2067","1082326.0800000008"
491,"2016-08-16","018535","691001","1986","1021865.6169999983"
492,"2016-08-17","167899","691001","2328","1134052.3980000007"
493,"2016-08-18","235130","608014","2990","1293577.1000000008"
494,"2016-08-19","094560","619217","2939","1610149.8300000015"
495,"2016-08-20","011734","216259","3323","1835475.6199999994"
496,"2016-08-22","150082","691001","1115","655297.9860999996"
497,"2016-08-23","086510","691001","2439","1274098.7371999987"
498,"2016-08-24","139957","691001","2479","1123338.9247999995"
499,"2016-08-25","150099","691001","2941","1586206.427999998"
500,"2016-08-26","153779","691001","5184","2708257.1541999984"
501,"2016-08-27","013622","115030","3070","1400695.0199999993"
502,"2016-08-29","139957","691001","4311","2428894.119599998"
503,"2016-08-30","081195","119247","3297","1665997.900000001"
504,"2016-08-31","111397","691001","4090","2057735.278800001"
505,"2016-09-01","018535","691001","2995","1560662.2396999982"
506,"2016-09-02","004477","322017","3332","1678390.0000000007"
507,"2016-09-03","234898","605045","1560","639404.9700000003"
508,"2016-09-05","150075","691001","11474","1789999.7829000007"
509,"2016-09-06","061821","619304","2048","828527.6200000007"
510,"2016-09-07","076467","691001","2728","1402985.642299999"
511,"2016-09-08","153762","691001","3369","1736129.1629999992"
512,"2016-09-09","013622","104013","5010","2755786.5600000015"
513,"2016-09-10","013622","104013","4441","2475131.169999996"
514,"2016-09-12","139957","691001","3943","2145975.952100001"
515,"2016-09-13","042271","691001","3490","1264274.7212999999"
516,"2016-09-14","111397","691001","4788","1833294.6392"
517,"2016-09-15","194383","691001","3637","1751060.3759999974"
518,"2016-09-16","234829","619295","3601","1941627.209999999"
519,"2016-09-17","139803","219691","1837","1004219.049999999"
520,"2016-09-19","150099","691001","3665","2025790.0620000002"
521,"2016-09-20","139957","691001","2239","1024643.8715999987"
522,"2016-09-21","150082","691001","3140","1653393.7299999997"
523,"2016-09-22","077921","214082","5123","2473150.960000002"
524,"2016-09-23","167929","691001","1924","787712.4523999998"
525,"2016-09-24","016913","612026","5399","3037271.0400000014"
526,"2016-09-26","224097","603156","2515","1409737.7000000007"
527,"2016-09-27","076467","119457","1593","683622.1499999999"
528,"2016-09-28","018535","220347","4021","1989884.5499999998"
529,"2016-09-29","122164","691001","2790","1408200.2090999999"
530,"2016-09-30","150075","691001","4451","1821761.861300001"
531,"2016-10-01","018535","219599","3883","1883865.9400000025"
532,"2016-10-03","011734","115002","2163","1082553.1900000006"
533,"2016-10-04","122126","691001","1920","928155.2481000003"
534,"2016-10-05","150075","691001","2284","997080.0839999991"
535,"2016-10-06","011734","691001","2355","1240547.288000001"
536,"2016-10-07","042295","715001","3804","1791658.119999999"
537,"2016-10-08","013622","119052","1543","782731.9900000005"
538,"2016-10-10","077945","691001","2070","1146245.6018999997"
539,"2016-10-12","139957","691001","5222","2751352.9022000055"
540,"2016-10-13","196363","720006","6762","1362419.9600000011"
541,"2016-10-14","027001","691001","2862","1325710.970399999"
542,"2016-10-15","077945","119442","1280","503485.77000000014"
543,"2016-10-17","153762","691001","2192","1125691.9922999996"
544,"2016-10-18","062026","615084","2509","1128570.6300000001"
545,"2016-10-19","018535","691001","4147","1794632.2229000002"
546,"2016-10-20","062026","615035","2193","1212535.979999999"
547,"2016-10-21","013622","202020","1498","749457.5699999996"
548,"2016-10-22","110666","119408","2672","1362131.71"
549,"2016-10-24","081195","619217","1453","766694.9500000001"
550,"2016-10-25","077938","691001","1526","696819.5359999997"
551,"2016-10-26","153779","691001","3284","1664596.2274999986"
552,"2016-10-27","027001","691001","3307","1811137.2641999994"
553,"2016-10-28","042288","219007","3702","1820568.4300000002"
554,"2016-10-29","118341","619217","1154","558840.3799999999"
555,"2016-10-31","122133","711005","3958","705130.88"
556,"2016-11-01","153779","691001","1244","598308.7619999999"
557,"2016-11-02","153762","691001","1682","789589.8164000014"
558,"2016-11-03","139957","691001","1834","969840.0683000011"
559,"2016-11-04","011734","691001","6016","2577760.179900003"
560,"2016-11-05","081195","615035","4158","1718964.8200000008"
561,"2016-11-07","042271","691001","3384","1514479.4467"
562,"2016-11-08","018535","702009","2578","1338426.4299999997"
563,"2016-11-09","094560","619217","3520","1787506.3699999996"
564,"2016-11-10","027001","691001","3490","1715849.8361000018"
565,"2016-11-11","013622","101032","5264","2622288.9299999992"
566,"2016-11-12","061821","613088","2749","1326926.3800000004"
567,"2016-11-14","013622","114077","2182","1142458.06"
568,"2016-11-15","139957","691001","2800","1415144.0447999998"
569,"2016-11-16","122065","691001","1959","809431.1761999998"
570,"2016-11-17","004477","691001","20955","2156925.1561000017"
571,"2016-11-18","027018","691001","3634","1540775.9763000002"
572,"2016-11-19","011734","116104","4168","2101301.849999999"
573,"2016-11-21","110673","115002","4041","1993730.5000000058"
574,"2016-11-22","150143","720006","8785","2043223.620000017"
575,"2016-11-23","139957","691001","2819","1475922.5446000108"
576,"2016-11-24","111397","691001","3235","1614184.0273000002"
577,"2016-11-25","150105","691001","3348","1898658.8493999995"
578,"2016-11-26","118341","619217","2268","852633.2400000002"
579,"2016-11-28","101916","691001","2245","989159.5360999998"
580,"2016-11-29","013622","691001","2479","1224626.2153999994"
581,"2016-11-30","139957","761001","3345","1537140.7299999995"
582,"2016-12-01","077945","691001","2476","1018761.5935000002"
583,"2016-12-02","076467","691001","4147","2172233.4179999996"
584,"2016-12-03","076467","209013","900","412240.4800000003"
585,"2016-12-06","153779","691001","5180","2877482.9439999997"
586,"2016-12-07","224011","691001","3785","1982906.0774000003"
587,"2016-12-08","153762","201078","3502","1665261.5999999994"
588,"2016-12-09","101916","691001","3733","1674098.231499999"
589,"2016-12-10","153779","211214","1116","595608.0700000001"
590,"2016-12-12","110659","691001","2306","1121780.3849"
591,"2016-12-13","011734","691001","3545","1630091.8262000023"
592,"2016-12-14","018535","603165","2443","1128625.2099999988"
593,"2016-12-15","042295","702009","3227","1613400.3399999999"
594,"2016-12-16","111410","691001","3237","1390958.2480000015"
595,"2016-12-17","111403","114031","2585","1367182.2600000005"
596,"2016-12-19","061982","702009","4637","2505541.329999999"
597,"2016-12-20","018535","125004","8333","3898244.7500000005"
598,"2016-12-21","173999","619217","3559","1576216.5100000002"
599,"2016-12-22","086510","691001","3944","2074299.9929999996"
600,"2016-12-23","150075","691001","3188","1716285.2479999997"
601,"2016-12-24","235253","602280","4620","1911297.8800000001"
602,"2016-12-26","111410","219007","3282","1729239.9099999978"
603,"2016-12-27","042271","691001","10754","3345246.8140000035"
604,"2016-12-28","221898","691001","4565","2366725.7904000026"
605,"2016-12-29","027018","691001","11149","6172749.174100001"
606,"2016-12-30","094560","115016","612","176436.96"
607,"2017-01-04","150075","691001","4226","210212.35229999997"
608,"2017-01-05","139957","691001","8443","459010.3829"
609,"2017-01-06","086510","691001","17666","1104829.5204999996"
610,"2017-01-09","122072","691001","17954","921119.4621000002"
611,"2017-01-10","194390","691001","15741","1129954.8220000004"
612,"2017-01-11","221904","691001","7212","557448.6929"
613,"2017-01-12","150099","691001","29561","1811701.905299998"
614,"2017-01-13","150082","691001","23561","1558996.2126999977"
615,"2017-01-14","167899","211038","11134","852476.6899999985"
616,"2017-01-16","086510","691001","8657","539116.4744999997"
617,"2017-01-17","167905","691001","29377","1706028.048299999"
618,"2017-01-18","077945","691001","24884","1401908.026899998"
619,"2017-01-19","173975","619217","21167","1513812.0199999996"
620,"2017-01-20","235178","618083","25937","1672065.85"
621,"2017-01-21","061821","615056","13949","955146.3500000001"
622,"2017-01-23","076467","691001","20174","984434.5652000001"
623,"2017-01-24","018511","691001","31741","1597873.2881999998"
624,"2017-01-25","101916","125004","25860","1384860.5199999982"
625,"2017-01-26","111410","125004","27677","1644389.7999999986"
626,"2017-01-27","221898","691001","24845","1578385.4072999991"
627,"2017-01-28","011734","203205","19535","1111494.89"
628,"2017-01-30","077921","691001","246","8980.9346"
629,"2017-01-31","139957","691001","486","21402.7346"
630,"2017-02-01","027001","105022","35685","1773796.24"
631,"2017-02-02","004477","691001","30227","1786703.679300002"
632,"2017-02-03","151386","691001","19372","1480319.1360000002"
633,"2017-02-04","223908","615050","25431","1695801.2599999984"
634,"2017-02-06","013622","209013","29591","1529496.29"
635,"2017-02-07","026998","691001","20372","1139967.8622999978"
636,"2017-02-08","167929","691001","37630","2247490.643599999"
637,"2017-02-09","111397","691001","57141","3584317.509199999"
638,"2017-02-10","167912","691001","18806","952848.9748999999"
639,"2017-02-11","013622","219527","8960","552141.9800000001"
640,"2017-02-14","235376","618079","37733","1899100.8300000003"
