Datetime,QTY
10/6/2021,104
10/7/2021,1002
10/8/2021,418
10/9/2021,552
10/11/2021,1101
10/12/2021,1912
10/13/2021,1
10/14/2021,487
10/15/2021,1260
10/16/2021,361
10/17/2021,3
10/18/2021,1218
10/19/2021,486
10/20/2021,577
10/21/2021,210
10/22/2021,449
10/23/2021,300
10/25/2021,1271
10/26/2021,1431
10/27/2021,175
10/28/2021,2301
10/29/2021,1316
10/30/2021,246
10/31/2021,3
11/1/2021,324
11/2/2021,222
11/3/2021,338
11/4/2021,986
11/5/2021,304
11/6/2021,781
11/7/2021,3
11/8/2021,188
11/9/2021,198
11/10/2021,126
11/11/2021,1820
11/12/2021,144
11/13/2021,12
11/14/2021,11
11/15/2021,1147
11/16/2021,1617
11/17/2021,1459
11/18/2021,207
11/19/2021,409
11/20/2021,3
11/22/2021,3
11/23/2021,695
11/24/2021,1099
11/25/2021,501
11/26/2021,1033
11/27/2021,906
11/28/2021,146
11/29/2021,914
11/30/2021,400
12/1/2021,473
12/2/2021,869
12/3/2021,464
12/4/2021,363
12/6/2021,55
12/7/2021,723
12/8/2021,1701
12/9/2021,336
12/10/2021,373
12/11/2021,1569
12/12/2021,4
12/13/2021,997
12/14/2021,745
12/15/2021,1170
12/16/2021,884
12/17/2021,2174
12/18/2021,167
12/19/2021,4
12/20/2021,1171
12/21/2021,3964
12/22/2021,3493
12/23/2021,745
12/24/2021,604
12/25/2021,1914
12/26/2021,623
12/27/2021,2388
12/28/2021,833
12/29/2021,3071
12/30/2021,2178
1/3/2022,60
1/4/2022,320
1/5/2022,156
1/6/2022,1184
1/7/2022,578
1/8/2022,1059
1/9/2022,4
1/10/2022,748
1/11/2022,1303
1/12/2022,239
1/13/2022,443
1/14/2022,272
1/15/2022,697
1/16/2022,3
1/17/2022,665
1/18/2022,391
1/19/2022,639
1/20/2022,624
1/21/2022,1119
1/22/2022,566
1/24/2022,956
1/25/2022,1802
1/26/2022,771
1/27/2022,2833
1/28/2022,1528
1/29/2022,239
1/30/2022,4
1/31/2022,3
2/1/2022,12836
2/2/2022,8579
2/3/2022,1277
2/4/2022,117
2/5/2022,423
2/6/2022,9
2/7/2022,61
2/8/2022,-91
2/9/2022,73
2/10/2022,52
2/11/2022,133
2/12/2022,40
2/13/2022,34
2/14/2022,23
2/15/2022,225
2/16/2022,3
2/17/2022,21
2/18/2022,213
2/19/2022,204
2/21/2022,24
2/22/2022,529
2/23/2022,239
2/24/2022,23
2/25/2022,83
2/26/2022,2157
2/27/2022,1
2/28/2022,779
3/1/2022,185
3/2/2022,583
3/3/2022,298
3/4/2022,331
3/5/2022,143
3/6/2022,2
3/7/2022,123
3/8/2022,537
3/9/2022,168
3/10/2022,506
3/11/2022,99
3/12/2022,911
3/13/2022,6
3/14/2022,173
3/15/2022,338
3/16/2022,360
3/17/2022,216
3/18/2022,340
3/19/2022,96
3/21/2022,493
3/22/2022,1404
3/23/2022,600
3/24/2022,619
3/25/2022,2393
3/26/2022,1563
3/27/2022,11
3/28/2022,1600
3/29/2022,1110
3/30/2022,3907
3/31/2022,1671
4/1/2022,136
4/2/2022,187
4/3/2022,12
4/4/2022,369
4/5/2022,305
4/6/2022,264
4/7/2022,362
4/8/2022,395
4/9/2022,161
4/11/2022,34
4/12/2022,41
4/17/2022,165
4/18/2022,160
4/19/2022,734
4/20/2022,850
4/21/2022,1010
4/22/2022,438
4/23/2022,128
4/25/2022,1931
4/26/2022,61
4/27/2022,3135
4/28/2022,535
4/29/2022,2444
4/30/2022,647
5/2/2022,1
5/3/2022,439
5/4/2022,306
5/5/2022,404
5/6/2022,281
5/7/2022,363
5/8/2022,2
5/9/2022,432
5/10/2022,495
5/11/2022,367
5/12/2022,1408
5/13/2022,979
5/14/2022,235
5/16/2022,400
5/17/2022,246
5/18/2022,1867
5/19/2022,1196
5/20/2022,897
5/21/2022,911
5/22/2022,1000
5/23/2022,795
5/24/2022,563
5/25/2022,578
5/26/2022,512
5/27/2022,2231
5/28/2022,607
5/30/2022,539
5/31/2022,1086
6/1/2022,332
6/2/2022,226
6/3/2022,133
6/4/2022,355
6/5/2022,1
6/6/2022,10
6/7/2022,116
6/8/2022,1807
6/9/2022,888
6/10/2022,1290
6/11/2022,1343
6/13/2022,426
6/14/2022,753
6/15/2022,889
6/16/2022,735
6/17/2022,48
6/18/2022,337
6/20/2022,1798
6/21/2022,672
6/22/2022,698
6/23/2022,393
6/24/2022,311
6/25/2022,285
6/26/2022,6
6/27/2022,150
6/28/2022,6262
6/29/2022,2047
6/30/2022,1512
7/1/2022,514
7/2/2022,492
7/4/2022,82
7/5/2022,273
7/6/2022,791
7/7/2022,692
7/8/2022,225
7/9/2022,180
7/11/2022,223
