Datetime,QTY
2015-01-05,60
2015-05-20,100
2015-10-12,24
2015-10-16,62
2016-02-17,100
2016-06-09,200
2016-10-05,20
2016-12-06,50
2017-01-28,1200
2017-04-27,600
2017-08-07,1200
2017-11-13,480
2017-12-22,600
2018-01-30,480
2018-02-20,720
2018-05-04,1080
2018-08-17,600
2018-09-18,1200
2018-12-13,960
2019-02-15,600
2019-04-17,600
2019-05-11,360
2019-05-20,360
2019-06-20,480
2019-07-01,360
2019-07-17,240
2019-10-15,720
2020-01-15,600
2020-02-22,1008
2022-01-10,120
