"Datetime","Cg","Customer","Sku","Qty","Amt"
"2019-06","010011","219420","013622","216","11714.94"
"2019-06","010011","219524","013622","120","6302.4"
"2019-06","010011","219543","013622","72","3781.62"
"2019-06","010011","219545","013622","96","5042.16"
"2019-06","010011","219550","013622","48","2603.32"
"2019-06","010011","219561","013622","72","3904.98"
"2019-06","010011","219593","013622","240","12605.4"
"2019-06","010011","219665","013622","120","6302.7"
"2019-06","010011","219700","013622","120","5874.61"
"2019-06","010011","219728","013622","96","5206.64"
"2019-06","010011","220030","013622","24","1370.16"
"2019-06","010011","220085","013622","1800","89917.5"
"2019-06","010011","220091","013622","240","13016.6"
"2019-06","010011","220289","013622","120","6165.7"
"2019-06","010011","220299","013622","120","6302.7"
"2019-06","010011","220320","013622","120","5994.5"
"2019-06","010011","220340","013622","48","2562.2"
"2019-06","010011","220363","013622","96","5042.16"
"2019-06","010011","220401","013622","360","18908.1"
"2019-06","010011","220407","013622","120","6302.7"
"2019-06","010011","220425","013622","120","6508.3"
"2019-06","010011","220427","013622","960","47956"
"2019-06","010011","220432","013622","120","6508.3"
"2019-06","010011","220437","013622","360","18908.1"
"2019-06","010011","220443","013622","480","24799.8"
"2019-06","010011","222005","013622","1920","93034.64"
"2019-06","010011","222006","013622","144","0"
"2019-06","010011","222041","013622","48","2466.28"
"2019-06","010011","222073","013622","96","5206.64"
"2019-06","010011","222074","013622","144","7809.96"
"2019-06","010011","222086","013622","600","31513.5"
"2019-06","010011","223018","013622","48","2603.32"
"2019-06","010011","223028","013622","240","11629.33"
"2019-06","010011","223031","013622","72","3904.98"
"2019-06","010011","223057","013622","120","6302.7"
"2019-06","010011","225003","013622","120","6302.7"
"2019-06","010011","226001","013622","432","20932.79"
"2019-06","010011","269016","013622","480","25210.8"
"2019-06","010011","272063","013622","96","5206.64"
"2019-06","010011","273023","013622","48","2740.32"
"2019-06","010011","275036","013622","96","5042.16"
"2019-06","010011","284001","013622","48","2603.32"
"2019-06","010011","319764","013622","96","5480.64"
"2019-06","010011","390001","013622","144","9240"
"2019-06","010011","601001","013622","192","9600"
"2019-06","010011","603165","013622","2184","109134.48"
"2019-06","010011","603795","013622","1","79.44"
"2019-06","010011","612026","013622","2400","119928"
"2019-06","010011","612030","013622","73","5023.74"
"2019-06","010011","691007","013622","20","1420.56"
"2019-06","010011","861135","013622","24","1370.16"
"2019-07","010011","101010","013622","720","34528.32"
"2019-07","010011","101032","013622","3600","174439.95"
"2019-07","010011","101049","013622","480","23922.92"
"2019-07","010011","101050","013622","48","2525.22"
"2019-07","010011","102002","013622","120","5994.5"
"2019-07","010011","102008","013622","5496","274548.1"
"2019-07","010011","102009","013622","600","29073.32"
"2019-07","010011","102068","013622","2400","112805.18"
"2019-07","010011","102103","013622","1200","56402.59"
"2019-07","010011","102118","013622","240","12604.8"
"2019-07","010011","102119","013622","24","1301.66"
"2019-07","010011","102142","013622","600","29972.5"
"2019-07","010011","103005","013622","240","11269.66"
"2019-07","010011","103046","013622","312","16921.58"
"2019-07","010011","103081","013622","24","1198.9"
"2019-07","010011","103157","013622","24","1370.16"
"2019-07","010011","105022","013622","3360","157775.24000000002"
"2019-07","010011","106001","013622","72","3781.62"
"2019-07","010011","110001","013622","360","17443.989999999998"
"2019-07","010011","111022","013622","600","29073.32"
"2019-07","010011","111079","013622","11520","541464.86"
"2019-07","010011","111084","013622","552","26747.46"
"2019-07","010011","111086","013622","720","33808.979999999996"
"2019-07","010011","111114","013622","1272","58146.65"
"2019-07","010011","112025","013622","240","11629.33"
"2019-07","010011","112028","013622","720","34539.32"
